Name,CodigoProvincia,CCAA,Population,TotalCensus,AbstentionPtge,AbstencionAlta,Izda_Pct,Dcha_Pct,Otros_Pct,Izquierda,Derecha,Age_0-4_Ptge,Age_under19_Ptge,Age_19_65_pct,Age_over65_pct,WomanPopulationPtge,ForeignersPtge,SameComAutonPtge,SameComAutonDiffProvPtge,DifComAutonPtge,UnemployLess25_Ptge,Unemploy25_40_Ptge,UnemployMore40_Ptge,AgricultureUnemploymentPtge,IndustryUnemploymentPtge,ConstructionUnemploymentPtge,ServicesUnemploymentPtge,totalEmpresas,Industria,Construccion,ComercTTEHosteleria,Servicios,ActividadPpal,inmuebles,Pob2010,SUPERFICIE,Densidad,PobChange_pct,PersonasInmueble,Explotaciones
Cascante,31,Navarra,3787,2885,28.596,0,53.495,40.923,3.01,1,0,4.595,18.114,58.014,23.87,50.673,9.35,71.983,0,16.24,7.333,39,53.667,13.333,17.333,6,51.333,219,32,37,93,57,ComercTTEHosteleria,"2,281","3,999",8560.8527,MuyBaja,-5.3,1.66,353
Cáseda,31,Navarra,989,832,23.438,0,44.741,43.171,11.303,1,0,2.831,13.953,55.813,30.233,51.062,3.13,81.8,0,13.347,14.286,45.714,40,2.857,20,0,71.429,28,0,0,0,0,Otro,667,"1,042",1806.6945,MuyBaja,-5.09,1.48,121
Castejón,31,Navarra,4062,2638,31.463,1,52.488,41.427,3.65,1,0,6.598,22.871,58.813,18.317,50.492,20.53,55.219,0,24.914,9.137,47.97,42.893,20.558,20.305,6.599,39.848,171,23,22,79,47,ComercTTEHosteleria,"2,152","4,306",2633.9411,Baja,-5.67,1.89,25
Castillonuevo,31,Navarra,16,17,5.882,0,62.5,37.5,0,1,0,0,0,25,75,25,-0.27,81.25,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,Otro,34,17,3734.372,MuyBaja,-5.88,0.47,5
Cendea de Olza / Oltza Zendea,31,Navarra,1822,1426,28.191,0,44.043,33.594,20.02,1,0,5.598,22.228,61.854,15.918,49.89,3.62,80.845,0,13.282,12.5,29.167,58.333,1.389,9.722,8.333,75,176,22,29,69,56,ComercTTEHosteleria,847,"1,635",3722.1056,MuyBaja,11.44,2.15,93
Cintruénigo,31,Navarra,7779,5279,29.267,0,45.073,49.437,2.946,0,1,5.99,23.653,59.737,16.61,48.849,15.75,63.62,0,15.645,7.656,46.252,46.093,16.746,19.458,9.569,39.872,440,68,79,167,126,ComercTTEHosteleria,"3,820","7,740",1421.6809,Alta,0.5,2.04,290
Cirauqui / Zirauki,31,Navarra,483,387,26.098,0,44.755,22.377,31.119,1,0,6.004,18.427,58.178,23.395,45.549,0.83,92.34,0,5.59,0,37.5,62.5,12.5,20.833,8.333,58.333,34,0,0,0,0,Otro,317,502,436.3986,Baja,-3.78,1.52,70
Ciriza / Ziritza,31,Navarra,131,103,38.835,1,55.556,22.222,22.222,1,0,2.29,17.558,71.755,10.686,54.198,9.16,61.069,0,20.611,11.111,33.333,55.556,0,0,22.222,55.556,9,0,0,0,0,Otro,93,118,5249.937,MuyBaja,11.02,1.41,9
Cizur,31,Navarra,3751,2417,20.645,0,24.087,62.253,12.565,0,1,7.011,33.696,57.904,8.398,48.894,5.28,73.074,0,17.995,8.333,37.963,53.704,0,12.963,0.926,78.704,289,22,28,82,157,Servicios,"1,278","3,366",8135.1897,MuyBaja,11.44,2.94,61
Corella,31,Navarra,7740,5352,26.981,0,44.831,49.641,2.943,0,1,4.845,20.608,60.957,18.437,48.708,15.39,67.636,0,13.01,7.106,41.594,51.3,14.731,21.664,12.998,40.035,480,63,96,174,147,ComercTTEHosteleria,"4,283","8,076",3653.7259,Baja,-4.16,1.81,382
Cortes,31,Navarra,3192,2429,26.101,0,52.257,42.228,3.12,1,0,4.48,17.481,61.089,21.427,49.373,11.03,70.207,0,20.395,10.526,44.737,44.737,14.737,21.579,4.211,47.895,146,13,24,61,48,ComercTTEHosteleria,"1,530","3,405",1384.3214,Baja,-6.26,2.09,122
Desojo,31,Navarra,81,73,26.027,0,38.889,50,9.259,0,1,1.235,3.704,53.087,43.21,44.444,-1.21,67.901,0,28.395,0,20,80,0,40,20,40,0,0,0,0,0,Otro,115,102,3341.0828,MuyBaja,-20.59,0.7,28
Dicastillo,31,Navarra,637,508,23.031,0,50.384,33.248,14.066,1,0,4.082,16.956,54.003,29.043,47.253,4.24,84.301,0,8.477,10,36.667,53.333,6.667,46.667,3.333,40,37,0,0,0,0,Otro,407,691,2347.5941,MuyBaja,-7.81,1.57,110
Donamaria,31,Navarra,443,338,36.095,1,25.463,23.148,47.685,0,0,3.837,24.153,59.593,16.253,49.887,1.13,81.716,0,15.124,11.111,61.111,27.778,5.556,22.222,0,72.222,38,0,0,0,0,Otro,186,438,4627.5621,MuyBaja,1.14,2.38,28
Doneztebe / Santesteban,31,Navarra,1658,1214,34.267,1,38.722,25.814,32.456,1,0,5.609,22.316,61.942,15.742,48.975,9.29,75.935,0,12.364,11.224,48.98,39.796,3.061,20.408,1.02,63.265,217,14,21,119,63,ComercTTEHosteleria,"1,285","1,688",2295.0712,MuyBaja,-1.78,1.29,22
Echarri,31,Navarra,78,52,28.846,0,35.135,27.027,37.838,0,0,7.692,32.05,53.845,14.102,48.718,0,74.359,0,23.077,0,0,0,0,0,0,0,5,0,0,0,0,Otro,34,68,3293.8721,MuyBaja,14.71,2.29,5
El Busto,31,Navarra,71,54,9.259,0,26.531,65.306,8.163,0,1,4.225,7.042,50.703,42.253,49.296,7.04,76.056,0,16.901,0,100,0,0,0,0,100,0,0,0,0,0,Otro,52,77,3565.6601,MuyBaja,-7.79,1.37,17
Elgorriaga,31,Navarra,219,171,25.146,0,42.969,20.312,32.031,1,0,4.566,22.831,58.447,18.722,52.511,5.02,76.256,0,16.438,11.111,33.333,55.556,11.111,22.222,0,66.667,13,0,0,0,0,Otro,103,221,4815.4544,MuyBaja,-0.9,2.13,12
Enériz / Eneritz,31,Navarra,322,242,28.926,0,27.325,57.559,13.372,0,1,4.348,22.67,56.211,21.118,50.311,5.9,75.155,0,17.391,21.429,28.571,50,0,7.143,0,78.571,24,0,0,0,0,Otro,198,365,2569.1681,MuyBaja,-11.78,1.63,30
Eratsun,31,Navarra,150,144,46.528,1,28.571,28.571,41.558,0,0,2.667,8.667,61.334,30,39.333,0,94.667,0,5.333,0,28.571,71.429,0,0,28.571,71.429,13,0,0,0,0,Otro,85,159,4178.6181,MuyBaja,-5.66,1.76,22
Ergoiena,31,Navarra,397,351,37.322,1,30.455,15.909,51.818,0,0,1.763,9.068,53.905,37.028,45.844,4.03,89.169,0,6.045,0,40,60,0,0,30,70,30,0,0,0,0,Otro,278,432,14361.9993,MuyBaja,-8.1,1.43,39
Erro,31,Navarra,792,662,33.686,1,36.447,30.523,31.207,1,0,3.409,15.152,56.564,28.284,43.308,2.78,92.045,0,4.04,17.647,41.176,41.176,5.882,11.765,0,76.471,73,0,0,0,0,Otro,614,786,2879.2384,MuyBaja,0.76,1.29,68
Eslava,31,Navarra,123,111,26.126,0,34.147,58.537,7.317,0,1,2.439,8.943,51.219,39.837,47.967,0.81,94.309,0,4.878,0,50,50,16.667,33.333,16.667,33.333,10,0,0,0,0,Otro,104,133,2646.1833,MuyBaja,-7.52,1.18,44
Esparza de Salazar / Espartza Zaraitzu,31,Navarra,87,75,21.333,0,38.983,18.644,40.678,0,0,0,5.747,57.471,36.782,48.276,2.3,98.851,0,0,0,0,0,0,0,0,0,7,0,0,0,0,Otro,75,91,875.5266,MuyBaja,-4.4,1.16,9
Espronceda,31,Navarra,114,113,27.434,0,21.951,54.879,19.512,0,1,0,1.754,63.159,35.088,42.105,0,76.316,0,22.807,0,100,0,0,50,0,50,10,0,0,0,0,Otro,120,133,1544.5846,MuyBaja,-14.29,0.95,25
Estella-Lizarra,31,Navarra,13702,10410,31.969,1,40.879,40.341,16.591,1,0,4.182,19.208,59.165,21.625,51.949,8.18,72.486,0,13.64,9.742,43.042,47.217,7.058,16.402,7.555,61.63,"1,046",62,132,439,413,ComercTTEHosteleria,"7,905","14,207",14913.28,MuyBaja,-3.55,1.73,39
Esteribar,31,Navarra,2598,1903,24.961,0,40.966,37.185,19.888,1,0,6.774,25.25,61.931,12.817,47.96,3.5,78.445,0,15.089,11.765,51.961,36.275,0.98,13.725,4.902,75.49,165,9,26,71,59,ComercTTEHosteleria,"1,363","2,202",1347.3878,Baja,17.98,1.91,74
Etayo,31,Navarra,72,62,24.194,0,29.787,44.681,21.277,0,1,1.389,12.5,54.167,33.334,48.611,9.72,83.333,0,5.556,0,33.333,66.667,66.667,0,0,33.333,6,0,0,0,0,Otro,44,92,774.0579,MuyBaja,-21.74,1.64,15
Etxalar,31,Navarra,801,617,39.87,1,42.587,19.946,33.154,1,0,6.991,19.85,58.177,21.972,46.442,5.74,76.654,0,16.23,4.762,57.143,38.095,0,33.333,9.524,57.143,76,0,0,0,0,Otro,455,827,229.0525,Baja,-3.14,1.76,61
Etxarri Aranatz,31,Navarra,2466,1940,33.351,1,28.152,13.689,55.452,0,0,5.799,20.843,58.921,20.235,48.094,2.6,83.414,0,11.679,9.735,33.628,56.637,0.885,24.779,5.31,64.602,179,23,31,77,48,ComercTTEHosteleria,"1,532","2,482",1410.472,Baja,-0.64,1.61,53
Etxauri,31,Navarra,586,480,27.083,0,51.428,14,34,1,0,4.266,20.649,65.358,13.993,47.952,4.95,81.058,0,12.287,3.571,50,46.429,0,3.571,14.286,78.571,36,0,0,0,0,Otro,334,595,5326.32,MuyBaja,-1.51,1.75,18
Eulate,31,Navarra,303,262,35.115,1,27.059,55.883,15.294,0,1,2.31,13.2,57.427,29.373,45.215,0.66,86.799,0,11.221,0,33.333,66.667,0,50,0,50,25,0,0,0,0,Otro,167,337,3415.942,MuyBaja,-10.09,1.81,33
Ezcabarte,31,Navarra,1834,1373,29.133,0,44.091,34.224,20.144,1,0,5.344,23.228,64.558,12.214,47.819,4.04,80.971,0,12.541,12.245,45.918,41.837,0,10.204,9.184,75.51,213,35,46,86,46,ComercTTEHosteleria,798,"1,677",2369.845,MuyBaja,9.36,2.3,39
Ezcároz / Ezkaroze,31,Navarra,323,292,35.616,1,42.553,24.468,31.915,1,0,1.238,8.358,60.681,30.959,45.82,3.41,90.093,0,4.644,100,0,0,0,0,0,0,27,0,0,0,0,Otro,197,343,1909.4591,MuyBaja,-5.83,1.64,18
Ezkurra,31,Navarra,154,143,51.748,1,28.985,27.536,43.478,0,0,1.948,7.143,65.585,27.273,33.117,0.65,80.519,0,17.532,16.667,0,83.333,0,0,33.333,66.667,11,0,0,0,0,Otro,82,163,4639.3372,MuyBaja,-5.52,1.88,33
Ezprogui,31,Navarra,47,42,19.048,0,17.648,67.647,8.824,0,1,2.128,6.384,53.19,40.425,48.936,0,95.745,0,4.255,0,0,100,0,0,0,100,6,0,0,0,0,Otro,42,52,11489.1357,MuyBaja,-9.62,1.12,16
Falces,31,Navarra,2390,1834,31.461,1,53.222,36.356,7.399,1,0,3.724,16.318,56.026,27.657,49.623,10,78.368,0,10.962,13.675,43.59,42.735,15.385,30.769,0.855,42.735,132,21,19,65,27,ComercTTEHosteleria,"1,456","2,650",4323.1418,MuyBaja,-9.81,1.64,135
Fitero,31,Navarra,2022,1507,22.561,0,40.445,55.184,1.628,0,1,4.451,18.101,54.648,27.25,50.297,10.68,70.722,0,16.419,9.884,45.349,44.767,27.326,23.837,4.07,27.907,124,19,19,53,33,ComercTTEHosteleria,"1,233","2,332",2226.0526,MuyBaja,-13.29,1.64,126
Fontellas,31,Navarra,961,698,23.639,0,45.967,48.968,3.752,0,1,4.579,20.812,63.788,15.401,49.116,9.26,67.846,0,21.124,12.5,25,62.5,8.333,16.667,2.083,66.667,95,0,0,0,0,Otro,408,925,5297.0256,MuyBaja,3.89,2.36,43
Funes,31,Navarra,2471,1710,26.608,0,30.12,65.259,2.39,0,1,4.735,18.94,62.888,18.171,46.257,18.01,69.284,0,8.863,6.931,41.584,51.485,17.822,22.772,1.98,51.485,135,20,18,53,44,ComercTTEHosteleria,"1,368","2,447",6690.807,MuyBaja,0.98,1.81,141
Fustiñana,31,Navarra,2511,1855,26.253,0,44.81,49.708,3.509,0,1,4.779,17.642,59.817,22.541,50.299,10.87,79.411,0,8.682,6.767,41.353,51.88,15.038,18.045,6.767,54.135,177,58,21,54,44,Industria,"1,225","2,598",4118.2401,MuyBaja,-3.35,2.05,149
Galar,31,Navarra,2074,1582,26.991,0,42.944,37.576,18.268,1,0,5.4,24.832,62.102,13.067,47.107,3.23,81.726,0,12.536,9.459,47.297,43.243,0,13.514,8.108,74.324,423,86,58,159,120,ComercTTEHosteleria,"1,096","1,740",5645.1204,MuyBaja,19.2,1.89,57
Gallipienzo / Galipentzu,31,Navarra,106,91,32.967,1,55.737,29.508,8.197,1,0,0.943,11.321,49.057,39.622,43.396,0.94,85.849,0,13.208,0,0,100,0,0,20,80,6,0,0,0,0,Otro,163,120,4299.5938,MuyBaja,-11.67,0.65,46
Gallués / Galoze,31,Navarra,103,95,31.579,1,27.692,27.692,41.538,0,0,0.971,12.621,58.252,29.126,37.864,3.88,90.291,0,8.738,0,75,25,0,0,0,100,11,0,0,0,0,Otro,92,101,2126.0498,MuyBaja,1.98,1.12,11
Garaioa,31,Navarra,97,89,30.337,1,43.548,30.645,25.806,1,0,1.031,5.155,52.578,42.268,45.361,0,94.845,0,4.124,0,50,50,0,0,0,100,7,0,0,0,0,Otro,73,108,4359.1808,MuyBaja,-10.19,1.33,12
Garde,31,Navarra,157,133,34.586,1,40.23,39.081,19.54,1,0,0.637,9.555,57.962,32.483,38.854,3.82,83.439,0,12.102,16.667,50,33.333,0,16.667,16.667,50,8,0,0,0,0,Otro,130,172,1051.6244,MuyBaja,-8.72,1.21,14
Garínoain,31,Navarra,490,366,33.06,1,55.511,27.755,11.837,1,0,4.49,25.919,58.163,15.918,45.102,3.67,79.592,0,15.306,10,30,60,0,15,0,65,27,0,0,0,0,Otro,268,520,2151.0637,MuyBaja,-5.77,1.83,19
Garralda,31,Navarra,185,165,38.182,1,29.412,23.53,45.098,0,0,2.162,9.189,62.162,28.648,48.108,1.08,91.351,0,4.324,25,50,25,0,0,0,100,23,0,0,0,0,Otro,127,191,863.7108,MuyBaja,-3.14,1.46,23
Genevilla,31,Navarra,75,62,17.742,0,11.764,74.51,9.804,0,1,0,8,46.666,45.333,42.667,6.67,69.333,0,25.333,0,0,0,0,0,0,0,0,0,0,0,0,Otro,90,91,8996.6222,MuyBaja,-17.58,0.83,21
Goizueta,31,Navarra,736,620,38.226,1,14.622,4.177,78.329,0,0,3.668,14.537,60.325,25.137,45.652,1.63,79.755,0,17.391,6.667,30,63.333,0,6.667,23.333,66.667,54,0,0,0,0,Otro,487,778,4229.6845,MuyBaja,-5.4,1.51,84
Goñi,31,Navarra,170,164,31.707,1,47.321,26.786,24.107,1,0,1.176,7.058,61.766,31.176,37.647,0.59,92.353,0,7.059,0,62.5,37.5,0,12.5,12.5,75,4,0,0,0,0,Otro,122,181,2659.0762,MuyBaja,-6.08,1.39,48
Güesa / Gorza,31,Navarra,43,39,33.333,1,46.154,23.077,30.769,1,0,4.651,6.977,51.162,41.861,41.86,4.65,93.023,0,2.326,0,0,0,0,0,0,0,0,0,0,0,0,Otro,55,53,7703.3767,MuyBaja,-18.87,0.78,99999
Guesálaz / Gesalatz,31,Navarra,450,388,35.567,1,45.2,35.2,18,1,0,1.778,11.556,57.112,31.333,40.667,2.44,88.444,0,8.444,6.667,40,53.333,0,20,6.667,66.667,27,0,0,0,0,Otro,472,457,2464.3932,MuyBaja,-1.53,0.95,99999
Guirguillano,31,Navarra,81,62,29.032,0,40.909,40.909,15.909,0,0,3.704,14.815,55.555,29.63,48.148,7.41,76.543,0,16.049,0,25,75,0,0,0,100,9,0,0,0,0,Otro,67,83,386.21,MuyBaja,-2.41,1.21,15
Hiriberri / Villanueva de Aezkoa,31,Navarra,119,107,44.86,1,20.339,28.814,50.847,0,0,0.84,8.403,57.142,34.455,44.538,0.84,94.958,0,3.361,0,0,100,0,33.333,33.333,33.333,7,0,0,0,0,Otro,68,124,2381.0233,MuyBaja,-4.03,1.75,18
Huarte / Uharte,31,Navarra,6776,4773,26.252,0,48.835,29.915,20.114,1,0,8.707,28.483,59.858,11.659,49.867,5.2,75.959,0,14.256,9.002,51.825,39.173,0.243,12.652,5.839,74.939,506,68,53,182,203,Servicios,"3,047","6,095",3805.1737,Baja,11.17,2.22,6
Ibargoiti,31,Navarra,249,208,28.846,0,26.351,56.756,15.541,0,1,4.819,14.859,56.627,28.514,41.767,0.4,93.976,0,4.418,0,40,60,0,20,0,80,14,0,0,0,0,Otro,149,248,1627.5638,MuyBaja,0.4,1.67,34
Igantzi,31,Navarra,618,484,39.876,1,36.426,14.089,47.079,0,0,5.016,21.197,54.692,24.11,47.573,2.43,85.437,0,9.709,5.556,44.444,50,0,11.111,5.556,83.333,52,0,0,0,0,Otro,287,632,25260.7348,MuyBaja,-2.22,2.15,46
Igúzquiza,31,Navarra,332,274,29.197,0,35.567,46.391,14.433,0,1,4.217,19.278,53.916,26.807,48.193,1.51,91.265,0,6.627,7.143,28.571,64.286,7.143,21.429,21.429,50,19,0,0,0,0,Otro,200,348,4249.5359,MuyBaja,-4.6,1.66,38
Imotz,31,Navarra,432,358,37.709,1,37.668,21.974,39.462,0,0,4.63,15.741,62.037,22.222,47.454,1.62,83.565,0,12.037,10,60,30,10,20,0,70,25,0,0,0,0,Otro,232,444,851.5299,MuyBaja,-2.7,1.86,31
Irañeta,31,Navarra,172,138,28.986,0,22.449,38.775,35.714,0,1,10.465,19.768,61.048,19.186,44.186,1.16,86.628,0,11.628,0,33.333,66.667,0,16.667,16.667,66.667,15,0,0,0,0,Otro,91,157,14688.7931,MuyBaja,9.55,1.89,11
Irurtzun,31,Navarra,2194,1563,34.165,1,45.093,25.656,26.336,1,0,6.199,20.83,62.99,16.181,48.359,-0.46,63.674,0,20.283,11.111,45.833,43.056,4.861,14.583,5.556,66.667,115,13,17,57,28,ComercTTEHosteleria,993,"2,230",542.6923,Baja,-1.61,2.21,9
Isaba / Izaba,31,Navarra,473,359,26.184,0,42.265,29.812,27.17,1,0,1.691,16.067,54.334,29.598,51.586,-5.17,77.59,0,13.108,0,33.333,66.667,0,0,0,100,50,0,0,0,0,Otro,453,492,1550.9482,MuyBaja,-3.86,1.04,41
Ituren,31,Navarra,515,395,40.759,1,26.068,7.265,66.667,0,0,7.573,21.36,61.748,16.894,48.544,-0.6,83.107,0,10.68,11.111,51.852,37.037,11.111,7.407,7.407,70.37,24,0,0,0,0,Otro,535,502,977.3934,MuyBaja,2.59,0.96,39
Iturmendi,31,Navarra,388,312,31.41,1,33.645,30.841,33.645,0,0,3.093,19.331,56.444,24.226,48.454,4.64,80.67,0,13.402,26.316,10.526,63.158,5.263,36.842,0,52.632,22,0,0,0,0,Otro,232,400,5149.2684,MuyBaja,-3,1.67,12
Iza / Itza,31,Navarra,1171,901,28.302,0,31.269,50.155,16.254,0,1,4.611,23.911,62.17,13.92,46.029,4.7,75.406,0,17.421,5.263,36.842,57.895,0,10.526,2.632,81.579,105,16,11,28,50,Servicios,665,"1,042",5931.393,MuyBaja,12.38,1.76,63
Izagaondoa,31,Navarra,177,145,24.828,0,19.266,52.293,28.44,0,1,3.39,11.3,61.584,27.12,35.593,3.96,85.876,0,9.04,0,75,25,25,0,0,50,4,0,0,0,0,Otro,108,175,744.556,MuyBaja,1.14,1.64,42
Izalzu / Itzaltzu,31,Navarra,51,43,34.884,1,25,17.857,57.143,0,0,3.922,11.766,49.021,39.217,39.216,0,92.157,0,7.843,0,0,0,0,0,0,0,6,0,0,0,0,Otro,33,48,3084.2535,MuyBaja,6.25,1.55,8
Jaurrieta,31,Navarra,202,176,28.977,0,40,38.4,20.8,1,0,1.485,8.91,53.961,37.128,43.069,2.97,95.05,0,1.98,0,33.333,66.667,0,33.333,0,66.667,25,0,0,0,0,Otro,151,214,4660.2781,MuyBaja,-5.61,1.34,24
Javier,31,Navarra,103,106,33.962,1,12.857,70,8.571,0,1,1.942,4.855,46.6,48.543,64.078,16.51,48.544,0,34.951,0,0,100,0,0,0,100,6,0,0,0,0,Otro,43,106,3151.161,MuyBaja,-2.83,2.4,8
Juslapeña,31,Navarra,553,447,33.11,1,50.837,23.411,24.749,1,0,3.617,20.615,65.1,14.286,47.016,3.62,88.065,0,7.595,13.636,36.364,50,0,4.545,0,77.273,35,0,0,0,0,Otro,235,588,2812.8021,MuyBaja,-5.95,2.35,40
Lakuntza,31,Navarra,1257,932,35.515,1,30.449,12.646,56.24,0,0,7.239,23.945,59.667,16.388,48.21,-0.07,77.486,0,14.081,15.556,51.111,33.333,8.889,17.778,2.222,66.667,73,19,9,26,19,ComercTTEHosteleria,699,"1,219",4143.2407,MuyBaja,3.12,1.8,16
Lana,31,Navarra,176,159,39.623,1,34.375,48.958,15.625,0,1,0,9.66,57.954,32.387,43.182,0.57,87.5,0,11.932,16.667,16.667,66.667,0,16.667,16.667,50,18,0,0,0,0,Otro,165,199,1687.8452,MuyBaja,-11.56,1.07,37
Lantz,31,Navarra,151,117,28.205,0,33.333,36.904,28.571,0,1,13.245,22.517,52.318,25.166,42.384,0.66,96.026,0,2.649,0,66.667,33.333,0,33.333,0,66.667,13,0,0,0,0,Otro,89,109,2065.1399,MuyBaja,38.53,1.7,16
Lapoblación,31,Navarra,127,110,35.455,1,29.577,61.971,5.634,0,1,1.575,7.087,58.267,34.646,44.882,2.36,53.543,0,44.094,0,42.857,57.143,0,42.857,0,57.143,14,0,0,0,0,Otro,177,154,7710.2774,MuyBaja,-17.53,0.72,25
Larraga,31,Navarra,2034,1403,31.718,1,41.545,43.841,12.63,0,1,5.949,21.534,58.801,19.664,46.608,15.39,76.45,0,6.342,13.223,47.107,39.669,33.058,14.05,4.132,38.017,112,9,28,49,26,ComercTTEHosteleria,"1,133","2,137",770.9854,Baja,-4.82,1.8,136
Larraona,31,Navarra,112,96,42.708,1,20,52.727,23.636,0,1,0.893,10.714,45.537,43.75,54.464,2.68,82.143,0,12.5,0,33.333,66.667,33.333,33.333,0,33.333,7,0,0,0,0,Otro,71,112,10709.4947,MuyBaja,0,1.58,21
Larraun,31,Navarra,985,796,44.095,1,34.382,22.471,41.573,0,0,4.467,17.868,52.792,29.339,45.888,2.54,82.335,0,13.604,4.167,41.667,54.167,4.167,16.667,8.333,66.667,60,0,0,0,0,Otro,462,999,1701.1945,MuyBaja,-1.4,2.13,130
Lazagurría,31,Navarra,206,172,25.581,0,25.782,67.188,3.906,0,1,2.427,15.533,50.969,33.495,49.029,1.94,77.184,0,19.903,0,66.667,33.333,33.333,33.333,0,33.333,18,0,0,0,0,Otro,144,210,1463.2724,MuyBaja,-1.9,1.43,28
Leache / Leatxe,31,Navarra,44,35,14.286,0,26.667,56.667,10,0,1,4.545,11.363,50,38.637,40.909,2.27,90.909,0,4.545,0,100,0,100,0,0,0,0,0,0,0,0,Otro,58,55,829.7885,MuyBaja,-20,0.76,15
Legarda,31,Navarra,110,100,18,0,37.805,46.341,13.415,0,1,0,9.091,62.727,28.182,47.273,2.73,80,0,10.909,0,66.667,33.333,0,0,0,100,4,0,0,0,0,Otro,78,119,492.3743,MuyBaja,-7.56,1.41,24
Legaria,31,Navarra,98,92,25,0,50.725,33.333,8.696,1,0,1.02,7.143,59.183,33.673,55.102,1.02,90.816,0,8.163,0,33.333,66.667,33.333,0,0,66.667,0,0,0,0,0,Otro,94,117,5848.6277,MuyBaja,-16.24,1.04,25
Leitza,31,Navarra,2888,2305,36.616,1,32.17,12.525,53.388,0,0,5.713,18.075,61.531,20.394,47.472,3.95,68.179,0,25.762,11.765,43.697,44.538,2.521,12.605,7.563,70.588,195,19,33,90,53,ComercTTEHosteleria,"1,509","2,934",9550.2197,MuyBaja,-1.57,1.91,104
Lekunberri,31,Navarra,1483,1004,31.673,1,46.064,21.429,31.633,1,0,8.092,26.703,58.192,15.104,50.573,9.24,64.059,0,25.017,1.724,60.345,37.931,1.724,8.621,1.724,81.034,166,21,24,75,46,ComercTTEHosteleria,885,"1,432",8596.3173,MuyBaja,3.56,1.68,9
Leoz / Leotz,31,Navarra,241,213,26.761,0,50.641,21.795,26.282,1,0,2.075,12.864,59.752,27.387,34.855,0.42,87.552,0,10.788,0,57.143,42.857,28.571,0,0,71.429,18,0,0,0,0,Otro,200,272,2174.8634,MuyBaja,-11.4,1.21,45
Lerga,31,Navarra,73,66,30.303,1,43.479,45.653,8.696,0,1,1.37,8.219,46.576,45.204,41.096,6.85,87.671,0,5.479,0,0,100,0,0,0,100,0,0,0,0,0,Otro,87,83,9815.8849,MuyBaja,-12.05,0.84,36
Lerín,31,Navarra,1665,1328,30.422,1,45.779,43.398,7.035,1,0,2.763,12.913,55.435,31.65,48.829,9.85,76.276,0,10.33,16.279,40.698,43.023,18.605,30.233,4.651,40.698,99,18,16,46,19,ComercTTEHosteleria,"1,173","1,890",5556.1288,MuyBaja,-11.9,1.42,187
Lesaka,31,Navarra,2742,2159,35.016,1,42.409,14.042,41.554,1,0,4.705,19.366,59.847,20.786,48.322,3.76,75.091,0,19.147,7.955,43.182,48.864,1.136,11.364,5.682,78.409,279,29,43,142,65,ComercTTEHosteleria,"1,437","2,822",1903.5372,Baja,-2.83,1.91,107
Lezáun,31,Navarra,261,224,43.75,1,43.651,21.429,32.54,1,0,1.916,15.327,57.473,27.202,39.847,1.15,90.038,0,8.046,28.571,57.143,14.286,0,14.286,0,71.429,15,0,0,0,0,Otro,154,267,1927.981,?,-2.25,1.69,25
Liédena,31,Navarra,303,256,33.984,1,53.846,36.686,7.101,1,0,2.64,12.541,57.097,30.362,47.525,7.26,76.568,0,14.851,14.286,47.619,38.095,4.762,14.286,9.524,57.143,22,0,0,0,0,Otro,228,328,6552.7062,MuyBaja,-7.62,1.33,20
Lizoáin-Arriasgoiti,31,Navarra,318,251,24.701,0,51.852,23.81,23.81,1,0,4.088,18.868,62.578,18.553,39.937,1.57,85.22,0,9.434,10.526,52.632,36.842,5.263,15.789,21.053,47.368,15,0,0,0,0,Otro,197,308,4534.4418,MuyBaja,3.25,1.61,40
Lodosa,31,Navarra,4741,3518,34.679,1,49.348,42.559,5.744,1,0,4.619,19.469,59.482,21.05,49.694,11.01,66.632,0,20.987,14.773,50.568,34.659,10.227,30.114,4.545,45.17,273,37,35,135,66,ComercTTEHosteleria,"2,782","4,966",9085.1892,MuyBaja,-4.53,1.7,116
Lónguida / Longida,31,Navarra,306,255,29.412,0,45.556,32.777,19.444,1,0,2.941,16.993,64.379,18.627,46.078,3.27,84.314,0,10.131,30,40,30,0,10,10,70,14,0,0,0,0,Otro,181,313,5738.2517,MuyBaja,-2.24,1.69,48
Los Arcos,31,Navarra,1136,914,30.197,1,43.26,45.612,8.15,0,1,3.169,14.7,54.843,30.458,50.704,5.81,79.489,0,11.092,16.418,25.373,58.209,7.463,22.388,10.448,50.746,105,16,16,50,23,ComercTTEHosteleria,893,"1,263",1689.1888,MuyBaja,-10.06,1.27,133
Lumbier,31,Navarra,1349,1107,23.758,0,38.27,37.204,22.512,1,0,3.929,14.677,58.784,26.537,46.331,3.78,83.469,0,11.119,8.696,50,41.304,0,26.087,2.174,67.391,81,10,11,37,23,ComercTTEHosteleria,869,"1,398",810.2098,Baja,-3.51,1.55,93
Luquin,31,Navarra,135,106,16.038,0,40.45,42.697,13.483,0,1,3.704,18.519,57.036,24.445,46.667,-3.62,82.222,0,11.852,11.111,44.444,44.444,0,22.222,22.222,55.556,8,0,0,0,0,Otro,105,141,1297.7176,MuyBaja,-4.26,1.29,18
