,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_exp,aleatorio2_cuarta,Beneficio
3100,1.5,2.55,57.8,-0.355,0.96886,3.52,0.56,4.6,2,1.46,MM,*,1.0,0.0,0.8346611459508342,0.7853500114058735,21.441034506189062,290.4810907765561,21.50681682262326,3.250737371105619,1.2082471423985848,1.8840807771096564,1.134378716360675,1.1402820581454536,1.3645593560288818,0.09730579277142398,17.669156464223935,53.351304348380566,162
3101,0.23,0.4,-39.6,0.049,0.99659,4.16,1.48,11.1,4,4.81,R,**,1.0,7.6923076923076925,0.48019456585044307,0.848351850611411,8.84441621719989,23.144275190703553,3.0090836722933543,9.5191401021687,1.3398694321191518,2.124236365684765,1.411581702279911,1.7712712955134542,1.9297524380738358,6.671571099197719,5.217217208358205,72.64505746577844,794
3102,-0.69,0.32,-51.1,0.4,0.99776,3.14,0.38,8.6,2,1.89,B,Desc,1.0,0.0,0.14205307150998814,0.998911411714755,3.147002240425408,21.065059055830158,1.9374673221881151,17.63507894942549,1.3446314229197984,1.7257476323658765,1.0698423393666565,1.5591030922424953,1.3645593560288818,0.36414009692917476,1.6295252152140047,139.6460688875395,733
3103,-0.93,-0.6,13.1,0.042,0.99726,3.62,-1.03,10.4,3,2.67,R,**,3.0,0.0,0.44985899723079315,0.7679033400354758,2.134350659649656,7.1356294706077055,10.925154625801316,9.382531255712264,1.3426025820076481,1.9235825203468782,0.3312702815670065,1.7145127961874087,1.6712221139600012,1.2819001567531028,4.700024640569947,48.765781753647715,541
3104,-1.28,0.34,1.8,0.617,1.00908,4.51,2.15,11.8,1,2.43,R,***,1.0,0.0,0.6505748425442672,0.745686541625146,1.0088769547903977,21.566660754236345,8.812236787848947,23.894406460091936,1.3882880145338088,2.244730010487306,1.5739653905315711,1.8262666498431863,0.9649150833430776,0.9399531521514612,9.377455775672239,43.36207740157106,1041
3105,0.13,0.57,30.3,-0.113,1.02826,2.33,-0.43,13.8,2,3.29,R,***,2.0,0.0,0.7821533016398919,0.6713952244543143,8.085628904127518,28.26932928037026,14.576700515380486,6.610599663183092,1.454022958192535,1.3266081763452504,0.7131820980027248,1.9749758267850508,1.3645593560288818,2.410301951822222,14.748196104273747,28.495885530394915,427
3106,0.24,0.61,-23.5,0.537,1.03087,3.24,1.83,13.9,1,4.41,R,**,1.0,0.0,0.39456180173559363,0.10950223518748048,8.922166332698326,29.631658255803234,4.904052063491041,21.476400319837367,1.4623085026083844,1.7687889157630847,1.4996869140025408,1.9821184370234002,0.9649150833430776,5.344300502600112,3.885566331884438,0.02012577256756084,772
3107,0.28,-0.2,33.8,0.042,1.00845,3.2,0.56,21.9,2,3.26,MM,**,3.0,0.0,0.5828344350988509,0.4527261081194137,9.236569311403342,11.424489638246733,15.384101801853868,9.382531255712264,1.3859647596717999,1.7516993159108047,1.134378716360675,2.487953387547975,1.3645593560288818,2.3475676095489724,7.42748705233343,5.890270466189761,255
3108,-0.08,0.12,3.8,0.099,0.99575,2.87,1.65,9.5,3,1.45,M,*,3.0,0.0,0.3323237152624787,0.2810690064286029,6.6029274656274,16.64793694148544,9.169682982462394,10.523630796696976,1.3364189918460792,1.6037766921425323,1.4553456864485816,1.6386513632451654,1.6712221139600012,0.09312241862996869,3.136424499512024,0.8747867919315374,203
3109,0.19,0.34,1.6,-0.175,0.9542,3.21,0.68,12.5,2,1.74,B,***,1.0,0.0,0.6639715939191569,0.7718286334405421,8.536818271917417,21.566660754236345,8.776883001091859,5.637373573441447,1.1165159811458285,1.7559873083691044,1.175199424392592,1.8796536250993157,1.3645593560288818,0.2517567399018557,9.81990925960935,49.77063813834394,715
3110,-1.13,0.28,55.4,0.377,0.988245,1.99,0.23,7.0,2,1.7,R,**,1.0,0.0,0.4269099358487197,0.25057282099549727,1.4401850776324474,20.096583377782547,20.848498121936082,17.02726089611199,1.30433430564958,1.117361850365557,1.0126859435399695,1.4066196146063936,1.3645593560288818,0.22528051933606794,4.34311211689069,0.5525103632686158,792
3111,1.48,-0.01,3.7,1.027,0.9932,3.21,-0.69,13.6,1,3.63,B,**,3.0,7.6923076923076925,0.20399825490851464,0.6409990280623432,21.20013110573929,14.286602255562109,9.151641904063975,38.310718057226374,1.3257773734946576,1.7559873083691044,0.5651931009817576,1.9606125451959422,0.9649150833430776,3.179104120818221,2.016707016311948,23.675064995578193,793
3112,0.07,0.32,1.0,-0.068,0.99212,3.1,1.62,9.7,2,3.19,M,Desc,1.0,7.6923076923076925,0.32331676069942605,0.33740824913261425,7.646688596498194,21.065059055830158,8.671248003770678,7.365483667303226,1.3211920458104116,1.7082274893738423,1.447760492713899,1.6558098484641353,1.3645593560288818,2.204404414747857,3.0406978584107867,1.8169208499332532,315
3113,-0.26,-0.98,42.3,0.067,0.99556,3.7,0.96,5.4,2,1.0,B,**,2.0,16.666666666666664,0.9300862728631826,0.4593582382851089,5.451468854907189,4.56297404837941,17.435535624470102,9.874953659347124,1.3356348174439936,1.954609214884649,1.2644279223831605,1.2354574165671464,1.3645593560288818,1e-08,24.537811627998135,6.2431315583666835,564
3114,0.27,0.74,43.9,0.505,0.9981,3.04,0.56,8.7,3,1.66,R,*,3.0,7.6923076923076925,0.218545647443674,0.771823534173419,9.157458189220398,34.529272201317355,17.836042092753026,20.54530599703535,1.3460058068200302,1.6816050525335928,1.134378716360675,1.5681410760014236,1.6712221139600012,0.20027489861933184,2.1202397816629013,49.76932276199191,373
3115,1.47,0.4,41.0,-0.36,0.94576,2.29,0.6,10.4,3,1.37,M,*,2.0,0.0,0.3066479913212997,0.8286016193398413,21.080189783021094,23.144275190703553,17.113472844660773,3.1937611239710733,1.0513456116372706,1.3037352178959127,1.1481715979149993,1.7145127961874087,1.6712221139600012,0.0629642751586921,2.871180804321508,66.11228453634769,250
3116,0.24,0.31,50.3,0.05,0.99884,1.78,0.48,15.2,3,6.09,R,***,1.0,7.6923076923076925,0.6168771200255018,0.6873179833338365,8.922166332698326,20.81865019706756,19.483546680561485,9.538736250174308,1.348982644547882,0.9657317924980556,1.1062087583132072,2.072733765929523,1.6712221139600012,11.907080106872696,8.35066862480353,31.29706733603939,423
3117,1.5,-0.42,-33.7,0.031,0.99089,1.94,0.39,11.5,2,1.87,R,***,1.0,0.0,0.7540830069712623,0.1034895191324885,21.441034506189062,8.81889807854587,3.6500578278641096,9.169855024448506,1.3159110387711448,1.0831864270278595,1.0735390746566091,1.8029026402779156,1.3645593560288818,0.34796078694817795,13.390159255304482,0.01605424753532002,619
3118,0.25,0.39,26.65,-0.25,0.99162,2.25,0.47,14.3,3,2.69,R,***,3.0,0.0,0.9675862900423496,0.7060978961804795,9.00025669986789,22.873544668585676,13.757877581400713,4.563602662385575,1.3190529426211053,1.280453741147307,1.1026310555354846,2.0104351335965194,1.6712221139600012,1.3127854652246147,27.917878787653233,34.860738130756864,515
3119,0.33,0.48,-9.7,0.055,0.99488,3.1,0.18,12.0,2,1.14,R,**,1.0,0.0,0.7371498845844264,0.9515828234396633,9.63722869738497,25.42871931587405,6.8948229354929556,9.637019234621704,1.3328169207495109,1.7082274893738423,0.992884042727567,1.8416779958328868,1.3645593560288818,0.00902641556545107,12.632168802066925,115.0010821073623,475
3120,0.8,1.05,12.7,0.044,0.9937,2.1,-0.68,13.3,3,1.28,R,****,1.0,0.0,0.38138761428140044,0.5699369252178949,13.819214467729578,49.72799231354871,10.846488277218695,9.42146160656003,1.327884195387658,1.1890953604960595,0.5713089815049832,1.9388681250593953,1.6712221139600012,0.03606766928178346,3.7133382896650162,14.796135598199754,731
3121,0.335,1.59,5.8,0.046,0.9937,4.54,0.71,10.3,1,2.23,R,*,3.0,0.0,0.5871204083326037,0.7130415949702381,9.677762482030932,93.87436762384453,9.534235226244087,9.460472555919624,1.327884195387658,2.254758439690451,1.1851494495453176,1.706250317593399,0.9649150833430776,0.6954388108323433,7.537852100942851,36.25248879476246,468
3122,-0.38,0.38,1.6,-0.359,1.03052,3.77,0.37,12.4,3,1.0,R,***,3.0,7.6923076923076925,0.4849427826933833,0.9416123775337646,4.74507508189659,22.605981020997355,8.776883001091859,3.2051160741420675,1.4612055747382777,1.981359058688992,1.0661318875026782,1.8721201265800778,1.6712221139600012,1e-08,5.30316920844888,110.25619685650874,872
3123,0.25,-0.57,1.1,-0.049,0.9917,3.57,-0.36,11.3,3,3.13,R,**,3.0,0.0,0.9246053937883,0.6279132397561235,9.00025669986789,7.392011422633159,8.688809423850241,7.696463442840993,1.3193958988089562,1.9039340964511053,0.7495479918784109,1.7871569506664755,1.6712221139600012,2.0852776920503926,24.079321378960564,21.80001632448688,427
3124,0.39,-1.23,37.3,-0.288,0.95049,3.05,0.44,10.1,3,2.15,R,*,3.0,0.0,0.6633953370145805,0.7956014449389341,10.129248265710121,3.4001272844515733,16.21326536390501,4.062819985341994,1.0893019082949462,1.6860713171445327,1.0918205002968915,1.6896041495811944,1.6712221139600012,0.607927273248057,9.800454473147145,56.19219696835984,699
3125,1.05,0.34,23.4,-0.535,0.9976,4.34,0.82,11.0,3,1.0,R,**,2.0,0.0,0.1275202049109524,0.34041468009016074,16.349901487884694,21.566660754236345,13.048707811657858,1.5169491145924212,1.3439831931254627,2.1870338235920075,1.2208085590183475,1.7632747999977538,1.6712221139600012,1e-08,1.5500318624692797,1.8825612451734701,438
3126,0.02,0.16,2.7,0.036,0.94225,4.36,0.53,9.8,1,1.81,R,**,2.0,0.0,0.16905049318622367,0.6794583911996672,7.290261927763084,17.45021868830832,8.972208201840427,9.266223794239941,1.020265739301542,2.1939003653578846,1.1239077550426675,1.6643227560403107,0.9649150833430776,0.30162875677876444,1.7881780407404024,29.889765067613816,780
3127,0.3,0.23,-49.7,0.061,0.9958,3.32,0.6,9.5,2,1.98,R,**,3.0,0.0,0.6476795798655498,0.2718637701517257,9.395812310782611,18.948361625083457,2.0553650229047435,9.755623753681181,1.3366251242742884,1.802482093906701,1.1481715979149993,1.6386513632451654,1.3645593560288818,0.44149666012666394,9.284485394923857,0.7656723806107394,312
3128,0.32,1.6,47.3,0.013,0.9958,3.14,0.5,14.8,3,1.05,M,Desc,3.0,0.0,0.05921175221106856,0.873044569406342,9.556416316846391,94.98546155040994,18.70221869233675,8.827098426186538,1.3366251242742884,1.7257476323658765,1.113325991464476,2.0452797697169,1.6712221139600012,0.0011556952356466777,1.2253171669157703,81.48003605794,112
3129,0.26,-1.0,-58.3,0.026,1.027,3.22,1.11,11.3,2,4.01,B,***,3.0,0.0,0.3503750854048773,0.33294773851103,9.078687318708582,4.456847487641403,1.38613711049341,9.073989995356008,1.4499718214488768,1.7602648553397768,1.3091435261752504,1.7871569506664755,1.3645593560288818,4.164089890907657,3.337443825845947,1.7227144685916738,685
3130,0.42,-0.18,13.1,-0.086,0.95927,3.04,0.46,11.0,3,1.33,M,***,2.0,0.0,0.5681113324617215,0.2028365289084162,10.37985144743291,11.696529863283862,10.925154625801316,7.058633706061503,1.1507604303454861,1.6816050525335928,1.0990405068279263,1.7632747999977538,1.6712221139600012,0.05009110319663104,7.060527060973539,0.23718646483347666,458
3131,0.41,-0.13,-23.6,-0.302,0.98438,2.44,0.46,8.9,3,5.03,M,**,1.0,16.666666666666664,0.5110921953265041,0.22873481580767407,10.295976801854184,12.405309349650556,4.890860863649952,3.8856555689024628,1.2868425567654465,1.3875660435622457,1.0990405068279263,1.586062545503325,1.6712221139600012,7.464254245892226,5.802534662585073,0.3836130457831691,296
3132,0.3,-1.11,11.0,-0.516,0.94894,3.05,0.22,12.2,4,3.3,R,**,2.0,0.0,0.9008475634049683,0.9280608409561664,9.395812310782611,3.915764191129379,10.515327370183893,1.66914124126339,1.077302096115368,1.6860713171445327,1.0087568084087393,1.8569614439563957,1.9297524380738358,2.4313972242277697,22.188931179677116,104.04435590242593,584
3133,-1.68,0.24,3.3,-0.259,0.99031,3.1,1.85,15.2,2,4.46,B,***,2.0,0.0,0.6645822078980582,0.7276327333328142,0.23299879878472285,19.172633809843806,9.079655241699507,4.442366712426801,1.3133985906786705,1.7082274893738423,1.5044945085202643,2.072733765929523,1.3645593560288818,5.502166984250311,9.840566105583578,39.312462968025116,642
3134,0.25,-0.2,7.0,-0.467,0.99454,3.08,3.34,15.6,2,1.61,R,Desc,3.0,0.0,0.878724350030543,0.7574998908394249,9.00025669986789,11.424489638246733,9.756377476113864,2.0952060060130675,1.3314012438800917,1.6993996845564248,1.8099965173275208,2.099828848367302,1.3645593560288818,0.17108590376114044,20.562294783228733,46.176112884541524,431
3135,-0.46,-0.99,5.0,0.045,0.9942,4.21,0.79,10.9,3,1.51,M,Desc,3.0,0.0,0.7332192276181972,0.6827197888153926,4.30136603357969,4.509598587867072,9.38756160283122,9.44095700642585,1.329981036689827,2.141864796445513,1.2112087698470553,1.7552418745871827,1.6712221139600012,0.11960135083718643,12.46244511623319,30.467845448985052,389
3136,0.24,1.16,15.8,-0.364,0.9982,2.15,1.56,11.7,2,4.06,R,***,1.0,0.0,0.4514159184215616,0.9743684361984749,8.922166332698326,56.599444397127556,11.463587182676278,3.1485428195666714,1.3464092372577194,1.22030834026004,1.432415286589995,1.818512000050223,1.3645593560288818,4.303573874444712,4.725274802158145,126.41860013238492,525
3137,-0.12,0.82,6.1,-0.147,0.99362,2.44,-0.66,10.0,2,2.19,MM,*,1.0,0.0,0.5987237818614688,0.6664949835866351,6.337520727564684,37.9374667711087,9.589530959552102,6.067303810417008,1.3275477774558848,1.3875660435622457,0.5834296615724451,1.6812192600250566,1.3645593560288818,0.6509477421156742,7.844941768924533,27.672955710570484,151
3138,0.42,0.77,37.6,0.038,1.02807,3.2,0.56,8.6,3,1.29,M,**,3.0,0.0,0.09230635630488504,0.10837268080187523,10.37985144743291,35.769903072841295,16.28534913837301,9.30491234955222,1.4534142386403193,1.7516993159108047,1.134378716360675,1.5591030922424953,1.6712221139600012,0.03868853108362152,1.3731275693394498,0.019307667810896295,548
3139,0.71,-0.5,4.6,0.588,0.99412,3.97,0.49,15.2,2,4.45,M,**,1.0,0.0,0.16719143033576012,0.972948031738656,12.960225646156177,8.026633251687874,9.31465115407488,23.002978584375096,1.3296462082359746,2.055870228216939,1.1097737067514437,2.072733765929523,1.3645593560288818,5.47040986293914,1.7767742372232433,125.68300796211263,471
3140,0.29,0.95,9.0,0.415,0.96076,2.32,0.45,8.9,2,1.31,R,*,2.0,0.0,0.5833693547830553,0.9550442292699699,9.316020685257413,44.20789094756438,10.132299398564752,18.037224671641308,1.160265583441691,1.320927068295248,1.0954370196100445,1.586062545503325,1.3645593560288818,0.04420599215899484,7.441172647627323,116.68361938921076,340
3141,-1.32,-0.78,-21.1,0.036,0.96714,3.35,0.37,17.1,2,3.88,B,**,1.0,7.6923076923076925,0.6978017631139469,0.09710152586502285,0.9067910188686804,5.773647397703097,5.2259703965533575,9.266223794239941,1.1985329469160033,1.8149557846480067,1.0661318875026782,2.198463309331641,1.3645593560288818,3.812185295107498,11.032379707037249,0.012440602904210143,731
3142,0.88,0.34,20.2,-0.42,0.93655,2.87,0.46,9.6,3,1.6,B,**,3.0,0.0,0.05785076883475215,0.38990517717185136,14.605897200542572,21.566660754236345,12.36878195291897,2.5493379328736285,0.9627588065265,1.6037766921425323,1.0990405068279263,1.6472529472634223,1.6712221139600012,0.16552384226119926,1.2195916052078613,3.2403463994000514,813
3143,-0.89,0.35,1.5,0.047,1.01361,1.79,0.72,1.6,2,1.14,M,***,3.0,0.0,0.2324136192464069,0.533476214070463,2.2895158562671987,21.821923041342732,8.759232755397694,9.48000825504136,1.4046595580289458,0.9734879705638381,1.1884442448827937,0.6725501557836945,1.3645593560288818,0.00902641556545107,2.22388181293882,11.357655216000559,548
3144,1.58,1.22,2.3,-0.246,1.04772,3.08,1.08,16.4,3,2.56,R,***,1.0,0.0,0.8424920874493528,0.1748874168076312,22.418258174833227,60.73972840281869,8.900932144392785,4.618009197138592,1.5126832412149587,1.6993996845564248,1.300358934900003,2.1529962955049147,1.6712221139600012,1.1186027032352346,18.15180202157577,0.13105576285235837,692
3145,0.36,0.28,-7.4,0.035,0.95201,3.12,0.38,13.5,2,2.65,R,***,2.0,0.0,0.7537938730857721,0.3793802330667757,9.881707349027474,20.096583377782547,7.259510205914137,9.24690974102574,1.1006964060318585,1.7170099076692726,1.0698423393666565,1.9533912998620935,1.3645593560288818,1.251382498243853,13.376842387256604,2.9043349590160354,507
3146,0.24,0.27,43.1,0.04,0.99691,4.39,0.47,11.8,2,2.46,R,***,2.0,16.666666666666664,0.2655604156993515,0.2464280007869325,8.922166332698326,19.861503278456823,17.635220374678106,9.343681503376326,1.341176901759401,2.2041600700698747,1.1026310555354846,1.8262666498431863,1.3645593560288818,0.979801284273846,2.492597053821981,0.5168418746742205,500
3147,0.36,-1.07,-17.5,0.255,1.01159,3.07,-0.53,9.4,2,4.34,M,Desc,2.0,0.0,0.3559605722087543,0.7628450466800857,9.881707349027474,4.104469022631789,5.7280342289011,13.981405985646113,1.397430245062189,1.694968540734454,0.6588236266696084,1.6300043890316513,1.3645593560288818,5.127147752893591,3.402216086535347,47.49341226554083,212
3148,0.23,0.59,-29.3,0.054,0.98979,3.17,-0.93,9.4,1,1.18,R,***,3.0,0.0,0.41846476527972265,0.8191165418663698,8.84441621719989,28.942479236525386,4.168328220895682,9.617322338476312,1.3111337276525792,1.7387718918792667,0.40592664477536333,1.6300043890316513,0.9649150833430776,0.014914238244517335,4.21870443716248,63.13647947627871,409
3149,-0.08,0.79,16.0,-0.399,0.99438,3.09,-0.24,9.8,3,2.24,R,Desc,3.0,0.0,0.6518627261639716,0.07918879766769471,6.6029274656274,36.62165687450916,11.503986264342826,2.766634777109142,1.3307334774804365,1.7038193042871266,0.8089686859217572,1.6643227560403107,1.6712221139600012,0.7067913592379249,9.419109882738388,0.005499784433554781,488
3150,0.345,1.22,-46.5,0.351,0.95564,3.08,0.38,11.7,3,2.22,M,**,2.0,7.6923076923076925,0.5838992425364326,0.9683795545674841,9.759085240076205,60.73972840281869,2.3379206121551857,16.352997540157823,1.1265624878151874,1.6993996845564248,1.0698423393666565,1.818512000050223,1.6712221139600012,0.6841781749173277,7.454754365724129,123.33885838109556,248
3151,0.26,0.67,2.7,-0.508,0.98918,4.41,1.68,12.5,2,2.1,R,**,3.0,7.6923076923076925,0.12931840020612595,0.5449963950084526,9.078687318708582,31.799232196596794,8.972208201840427,1.735398296523207,1.308461820584288,2.210973424099082,1.4628737778795868,1.8796536250993157,1.3645593560288818,0.5562197182012638,1.5596536409593182,12.371066688294668,423
3152,-0.65,0.89,-65.8,0.052,0.9956,1.9,2.2,10.2,2,6.46,M,*,1.0,7.6923076923076925,0.2908271092899096,0.1608870014559397,3.334831597471149,41.19448886908151,0.9097650467446808,9.577988995069393,1.335800021585373,1.0550493355921382,1.5850887465225132,1.6979476329630379,1.3645593560288818,13.701032306855604,2.719036556799004,0.09385405891351509,275
3153,1.54,0.87,68.5,-0.532,1.01319,2.99,2.02,16.3,2,2.23,B,****,3.0,0.0,0.3099323484683477,0.8688466072728921,21.926924327142125,40.236379228596384,24.566327893842825,1.5404958593115934,1.4031656162464654,1.6590933921125561,1.5444519507287815,2.146422387708229,1.3645593560288818,0.6954388108323433,2.903817110557022,79.92403560345872,1157
3154,0.42,0.59,-52.0,-0.204,0.98159,1.98,-0.33,4.1,3,4.81,R,**,1.0,0.0,0.40964311063163195,0.9511401640187533,10.37985144743291,28.942479236525386,1.8635146333782808,5.208742352652198,1.273757907060441,1.1106108998480742,0.7647374449397986,1.0765329823625802,1.6712221139600012,6.671571099197719,4.092554532403375,114.7872318630533,459
3155,0.42,0.26,-28.3,0.097,0.9972,3.14,0.55,9.3,3,1.68,B,**,3.0,0.0,0.40731423653608245,0.7938638527972517,10.37985144743291,19.629173032280775,4.290913529773243,10.482483986773884,1.3423585021410047,1.7257476323658765,1.130900564047716,1.6213112983815463,1.6712221139600012,0.2125938839965684,4.059885616800487,55.702870844326505,714
3156,0.12,0.31,1.3,0.043,1.04542,3.27,0.5,11.6,3,3.04,R,***,3.0,0.0,0.9585099702978559,0.9981108433711532,8.011621557011479,20.81865019706756,8.723985559378125,9.401986356322166,1.5061002302695552,1.781498534913606,1.113325991464476,1.810724140316208,1.6712221139600012,1.912791701117383,27.05933856166019,139.1989073357109,448
3157,0.57,-0.44,17.1,0.13,1.016,3.01,0.64,9.3,4,3.63,MM,*,3.0,7.6923076923076925,0.9346995619023717,0.3567204963817373,11.678801331649014,8.613786387650434,11.72745141979766,11.171712885205132,1.4130713817901326,1.668134512362097,1.1617768213000939,1.6213112983815463,1.9297524380738358,3.179104120818221,24.930485421443574,2.2700867324692453,394
3158,0.25,0.34,13.7,0.301,1.0139,3.22,-1.31,7.7,3,4.14,R,**,2.0,0.0,0.6936825336109804,0.6625260764313375,9.00025669986789,21.566660754236345,11.043687102362865,15.0946215333652,1.4056883140559047,1.7602648553397768,0.08659829910608509,1.4752717086065819,1.6712221139600012,4.53152769761342,10.877089529061179,27.019602950589757,498
3159,0.34,0.45,1.0,-0.241,0.99336,2.47,0.06,9.1,2,1.19,M,**,3.0,0.0,0.8083494956003825,0.8804972450020987,9.71838132959468,24.546758463412502,8.671248003770678,4.686470732208905,1.3264526491463369,1.4037315721390469,0.9436956666355133,1.6037837641820891,1.3645593560288818,0.016615975140698215,16.139537341221672,84.29825460959572,210
3160,-0.53,1.81,10.2,-0.62,0.9951,3.1,-0.15,7.8,3,2.18,R,**,3.0,0.0,0.33498260681624425,0.2793493691898188,3.9309838290365744,121.61006178590664,10.361263455636045,0.9251509561101815,1.3337305486815805,1.7082274893738423,0.8513261128219484,1.4848200551641857,1.6712221139600012,0.6400547561629215,3.1652553426724626,0.853569417933749,749
3161,0.25,1.69,2.5,0.053,0.99404,2.89,0.62,9.5,4,2.94,B,**,2.0,0.0,0.4714480418561404,0.05292539146575059,9.00025669986789,105.5961669190414,8.936534642870766,9.597645591958875,1.3293111266436646,1.613127876469075,1.1549973471920165,1.6386513632451654,1.9297524380738358,1.7298722866844483,5.0625180159205785,0.0010956797264429726,558
3162,-0.15,2.15,1.6,-0.762,0.94855,3.28,0.61,6.2,5,2.15,R,**,1.0,0.0,0.012844555137852653,0.5851919883890745,6.142038316564481,181.43177486548643,8.776883001091859,0.26125146867187266,1.0742187538609727,1.7857149726902994,1.1515902963988514,1.3238077217530888,2.1575230219663686,0.607927273248057,1.0445981762920995,16.445210893311476,522
3163,0.28,0.27,42.4,-0.449,0.99042,3.56,0.81,12.5,2,2.49,B,****,3.0,0.0,0.32269235344223,0.47295031457929304,9.236569311403342,19.861503278456823,17.46043404031588,2.2638698187223354,1.3138761978867768,1.8999800287998017,1.217618857896745,1.8796536250993157,1.3645593560288818,1.0204766288113227,3.034170941380274,7.015605186659252,876
3164,-0.08,0.28,1.1,0.044,0.91473,3.22,2.0,7.5,2,4.16,B,Desc,2.0,0.0,0.4755799714883113,0.09358395049345358,6.6029274656274,20.096583377782547,8.688809423850241,9.42146160656003,0.1,1.7602648553397768,1.5398331036821158,1.4559871737791508,1.3645593560288818,4.589435278311254,5.135019067661299,0.010732520899174593,585
3165,-2.05,-1.82,32.6,0.056,0.99825,2.9,-0.21,10.7,3,4.01,M,**,3.0,7.6923076923076925,0.42702801111917554,0.3983315803060864,1e-08,1.698237832953193,15.104826916671376,9.656736280395057,1.3466108165594093,1.6177831992058203,0.8232881065440429,1.7390647125103604,1.6712221139600012,4.164089890907657,4.344877266979553,3.5297189637319515,607
3166,0.31,0.81,7.0,-0.551,0.99628,3.23,1.43,10.6,4,5.7,MB,**,2.0,0.0,0.01056351554177326,0.8982463746758911,9.47594418797894,37.493692658411625,9.756377476113864,1.3944292195397012,1.3385991604322256,1.7645320327881149,1.3983368005397396,1.730919435530132,1.9297524380738358,10.15237182871992,1.0364302460488177,91.30421832149695,958
3167,0.12,-0.57,7.2,0.3,0.9966,3.71,0.38,5.2,2,1.18,R,*,1.0,0.0,0.9315607784425344,0.08965464116759814,8.011621557011479,7.392011422633159,9.793649896146382,15.06996782874226,1.3399103485156791,1.9584529906798824,1.0698423393666565,1.2123642456560584,1.3645593560288818,0.014914238244517335,24.662641350151155,0.009039362258319666,731
3168,-0.39,0.29,4.2,0.02,1.00282,3.24,1.67,12.7,4,4.64,M,Desc,3.0,7.6923076923076925,0.3183594934770484,0.8200280913808086,4.688420570008033,20.334445877429346,9.242024947285273,8.959616898167608,1.3646647020209117,1.7687889157630847,1.4603707056990198,1.8946307593709606,1.9297524380738358,6.089512203738136,2.9892639211149654,63.418014311840714,518
3169,0.45,0.53,12.9,0.238,1.01009,2.31,1.51,4.1,4,1.51,R,*,3.0,0.0,0.41589311259941797,0.281674640993124,10.633516894195843,26.96963399965941,10.885785921264164,13.580790365521164,1.391988437409906,1.3152214208885464,1.4194452478073976,1.0765329823625802,1.9297524380738358,0.11960135083718643,4.181533417321251,0.8823526419584062,580
3170,1.65,0.13,-2.4,0.25,0.9974,2.59,0.62,9.1,4,1.05,R,**,3.0,0.0,0.1345523423189232,0.39558675480596883,23.29119209763104,16.84498137537871,8.084729969203362,13.862973373241228,1.3431715845886592,1.4666129455694386,1.1549973471920165,1.6037837641820891,1.9297524380738358,0.0011556952356466777,1.5880006745790785,3.4334149705698036,525
3171,-0.45,-0.96,-42.4,0.013,0.99513,4.23,0.66,9.8,2,2.76,R,*,1.0,0.0,0.23043644855058787,0.907816955037074,4.355638783770358,4.671627697362036,2.726530467333024,8.827098426186538,1.3338549889353033,2.1488756766817767,1.1685106434615053,1.6643227560403107,1.3645593560288818,1.4237792883277276,2.208801421972771,95.25841487832123,478
3172,-0.445,-1.4,1.2,0.055,0.9941,3.26,2.03,4.0,3,5.09,M,Desc,2.0,0.0,0.8023663982992049,0.2497970702121869,4.382902753242364,2.7837052932631914,8.706388609052723,9.637019234621704,1.3295624615870671,1.7772720939992088,1.5467533986529658,1.0633246353356438,1.6712221139600012,7.688161207834611,15.810619724768884,0.5456983357356144,216
3173,0.37,0.39,12.6,0.224,0.99451,3.1,2.53,9.4,2,5.27,R,***,2.0,0.0,0.07881489975458955,0.6883270482191793,9.96388073625056,22.873544668585676,10.826866102880343,13.255244088802689,1.3312761142056442,1.7082274893738423,1.6555540632604049,1.6300043890316513,1.3645593560288818,8.379735191623965,1.3108315715143217,31.48128015673801,692
3174,0.17,-2.04,1.6,-0.283,0.991,3.14,0.92,9.6,3,1.79,R,***,1.0,0.0,0.7930949932528051,0.7429274143683251,8.38506080930294,1.3109195102953595,8.776883001091859,4.127050098541234,1.3163859175068564,1.7257476323658765,1.2521581784342546,1.6472529472634223,1.6712221139600012,0.286920046646819,15.31412130069981,42.72379979442784,410
3175,-0.55,1.49,49.0,0.054,0.99424,3.16,0.5,15.2,2,3.56,M,*,3.0,0.0,0.08922263943321473,0.7562694063781435,3.8282226070643994,83.45375740326836,19.14300817291471,9.617322338476312,1.3301483561291816,1.7344413389326296,1.113325991464476,2.072733765929523,1.3645593560288818,3.0121355909605843,1.3586326297872675,45.87678484935846,248
3176,-0.19,0.4,24.0,-0.384,0.9928,3.04,3.38,11.6,3,5.97,MM,*,3.0,0.0,0.2496623442307453,0.7886275586251775,5.886158625293323,23.144275190703553,13.178219134184348,2.92728720825446,1.3240846550555123,1.6816050525335928,1.8170386851075189,1.810724140316208,1.6712221139600012,11.352280043969422,2.359887048401584,54.247581579591895,212
