,ID,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,Region,PrecioBotella,Etiqueta,Clasificacion,prop_missings,Beneficio,Compra
2964,7488,0.33,0.2,24.9,0.04,1.03353,3.15,2.33,16.0,2,1.0,2.06,M,?,0.0,356,1
2965,7489,0.06,0.43,25.4,-0.251,0.9964,3.19,0.55,101.0,3,1.0,2.49,R,***,0.0,646,1
2966,7490,0.38,0.42,5.0,0.016,0.99767,3.15,-0.57,12.4,2,1.0,1.11,R,***,0.0,973,1
2967,7493,1.16,0.36,6.2,0.051,0.9984,3.09,3.38,11.3,4,1.0,3.23,B,**,0.0,447,1
2968,7495,-2.05,2.9,13.3,0.06,0.9982,2.8,1.36,15.2,3,3.0,1.0,R,**,0.0,407,1
2969,7497,0.16,-0.87,-19.5,0.367,0.98549,1.16,0.4,10.8,2,3.0,4.22,m,*,0.0,545,1
2970,7499,0.76,-0.47,38.1,0.072,0.99759,4.46,1.86,13.3,2,2.0,3.07,M,*,0.0,452,1
2971,7500,0.38,0.27,59.6,0.286,1.00743,2.56,1.08,10.0,3,2.0,1.0,R,*,0.0,348,1
2972,7505,2.0,-0.38,13.2,0.05,0.98916,3.2,0.37,6.0,3,2.0,3.38,B,*,7.6923076923076925,544,1
2973,7507,0.84,2.1,55.3,-0.27,0.99592,3.27,1.82,7.5,2,1.0,1.15,R,**,0.0,464,1
2974,7508,-0.46,0.46,45.5,0.53,0.94553,3.81,1.99,12.9,2,1.0,2.9,R,**,0.0,485,1
2975,7511,0.26,0.49,10.3,-0.199,0.93944,2.34,0.49,9.5,3,2.0,1.35,R,***,0.0,463,1
2976,7512,0.28,0.3,1.6,0.045,0.93948,3.11,0.49,101.0,5,1.0,3.24,m,?,0.0,220,1
2977,7524,0.43,0.12,-16.6,-0.064,0.99863,3.54,-0.19,17.9,1,3.0,5.45,M,**,0.0,713,1
2978,7525,0.97,0.24,6.4,0.985,0.91473,1.8,-0.25,14.7,3,1.0,2.26,M,*,7.6923076923076925,474,1
2979,7526,0.96,0.0,1.8,-0.331,0.9936,4.3,-0.49,13.9,3,2.0,1.47,B,****,0.0,610,1
2980,7527,0.37,-1.14,7.1,-0.207,0.91473,3.73,0.81,9.5,5,2.0,1.49,R,*,0.0,0,0
2981,7528,0.25,1.81,-20.1,0.267,1.02674,1.36,-2.32,14.3,4,2.0,2.89,R,?,0.0,0,0
2982,7529,0.19,0.98,29.5,0.286,0.9932,3.93,1.62,11.5,3,2.0,1.1,b,**,0.0,644,1
2983,7532,1.24,0.17,-10.0,-0.168,0.91473,3.0,0.38,9.8,2,3.0,3.66,mb,***,0.0,643,1
2984,7533,0.18,0.26,56.1,0.433,0.9893,3.94,-1.1,12.3,1,2.0,1.23,R,**,0.0,562,1
2985,7534,-0.72,0.15,13.1,0.12,0.998,3.06,1.98,5.2,5,3.0,4.16,R,*,0.0,478,1
2986,7537,-0.88,0.3,42.0,-0.47,0.99085,3.83,0.38,101.0,3,1.0,3.95,B,**,0.0,1018,1
2987,7538,-0.28,0.89,-50.2,0.256,0.96691,3.02,0.76,101.0,8,3.0,2.05,B,?,0.0,0,0
2988,7541,0.275,0.24,-28.1,0.037,0.95527,3.38,0.81,101.0,1,1.0,2.32,R,?,7.6923076923076925,0,0
2989,7542,2.13,0.01,2.2,0.059,0.99242,3.39,0.56,12.8,3,1.0,5.25,R,?,0.0,0,0
2990,7543,1.22,0.27,-9.4,0.041,0.97254,3.28,0.38,11.2,2,3.0,1.16,M,?,0.0,576,1
2991,7545,-0.7,1.12,1.9,0.122,0.9941,2.24,0.4,10.4,3,2.0,1.0,MB,****,7.6923076923076925,759,1
2992,7546,0.32,0.35,-36.7,0.007,0.9984,4.58,0.5,9.2,2,3.0,3.64,B,**,0.0,706,1
2993,7548,0.32,-0.99,2.2,0.044,1.02242,2.97,1.69,101.0,2,3.0,2.65,r,****,7.6923076923076925,761,1
2994,7550,-0.46,0.67,67.2,0.465,0.99479,2.34,-0.86,10.8,2,2.0,4.27,R,?,7.6923076923076925,0,0
2995,7553,0.1,-1.11,6.5,0.037,1.01306,3.16,0.58,16.5,3,2.0,1.83,R,**,0.0,542,1
2996,7555,0.38,0.15,4.6,0.044,0.9931,4.26,-1.24,4.2,2,1.0,2.44,M,*,7.6923076923076925,331,1
2997,7557,0.17,0.33,62.2,0.574,0.99362,3.32,-1.19,4.4,2,2.0,1.34,M,****,0.0,572,1
2998,7558,0.58,-0.44,46.8,0.456,0.9959,3.28,0.95,11.4,2,1.0,3.81,R,?,0.0,0,0
2999,7559,0.25,0.53,-15.8,0.021,0.989315,3.19,0.31,10.1,2,1.0,2.39,r,***,0.0,769,1
3000,7563,1.295,0.03,1.8,0.058,1.01026,3.68,1.79,9.1,4,1.0,1.14,MM,*,0.0,0,0
3001,7565,-0.07,0.27,23.1,-0.439,0.99772,2.86,0.59,6.7,3,3.0,4.53,MB,**,0.0,770,1
3002,7567,0.37,0.37,99999.0,-0.923,0.99003,2.98,0.39,5.9,2,1.0,1.31,M,?,0.0,326,1
3003,7568,0.34,-0.66,44.6,-0.04,0.94717,3.23,0.84,-0.7,2,1.0,1.0,M,*,0.0,355,1
3004,7569,-1.47,0.3,2.0,0.454,0.9911,3.99,1.87,16.0,3,3.0,1.71,r,*,0.0,677,1
3005,7574,1.11,-0.13,50.5,0.422,1.01237,3.44,2.13,7.9,3,2.0,4.69,r,*,0.0,0,0
3006,7577,0.59,0.35,19.7,0.536,0.99422,4.15,1.42,3.8,3,3.0,4.45,M,**,7.6923076923076925,383,1
3007,7583,0.31,1.86,8.6,0.048,0.9964,3.26,0.36,9.1,3,3.0,2.19,R,*,0.0,380,1
3008,7584,-0.15,0.37,1.3,0.147,0.98544,5.26,1.15,6.3,4,1.0,2.5,mm,*,0.0,223,1
3009,7585,0.19,0.43,10.9,0.408,1.036,3.52,0.2,16.0,2,3.0,1.0,M,**,0.0,347,1
3010,7587,0.21,0.24,53.7,0.336,1.00946,3.75,0.53,101.0,1,2.0,1.32,B,***,7.6923076923076925,715,1
3011,7591,1.23,-2.27,2.1,0.468,0.993,3.2,-2.32,5.8,3,2.0,1.22,m,*,0.0,534,1
3012,7592,0.22,0.44,5.0,0.045,0.99261,2.94,0.63,10.0,1,3.0,1.24,r,**,0.0,658,1
3013,7595,0.93,0.12,68.7,-0.034,0.96242,2.97,1.26,6.5,2,2.0,1.49,M,*,0.0,370,1
3014,7596,0.21,0.31,1.8,0.1,1.00004,3.35,-0.89,12.7,1,1.0,2.37,B,***,0.0,611,1
3015,7598,0.27,1.42,-33.7,0.289,0.91473,3.02,0.4,9.5,3,1.0,1.0,r,*,0.0,0,0
3016,7601,0.2,0.74,-34.5,0.041,0.9939,2.97,3.38,7.1,3,3.0,3.54,B,**,7.6923076923076925,0,0
3017,7607,0.21,0.29,3.1,0.251,0.95574,3.0,-0.38,11.3,3,2.0,3.93,r,**,0.0,682,1
3018,7608,-0.05,2.8,99999.0,-0.149,0.99178,3.18,0.47,10.7,3,3.0,4.08,R,?,0.0,464,1
3019,7609,2.36,0.27,0.8,0.229,0.98894,3.23,0.38,10.5,2,2.0,3.44,MM,**,0.0,217,1
3020,7610,0.95,-0.52,27.4,0.006,1.00394,3.05,0.44,101.0,2,3.0,1.71,M,*,0.0,464,1
3021,7611,0.21,0.27,57.8,0.051,0.9936,3.54,-1.01,14.6,3,3.0,3.44,MB,***,0.0,885,1
3022,7613,-1.23,-0.87,24.9,0.032,0.96677,3.14,0.38,16.8,2,2.0,5.28,R,**,0.0,953,1
3023,7619,1.7,0.3,-26.4,-0.429,0.99289,3.24,-1.05,13.1,2,2.0,3.95,R,*,0.0,467,1
3024,7621,0.24,2.81,-8.1,0.334,0.99246,3.28,1.97,16.6,3,2.0,1.19,B,****,7.6923076923076925,773,1
3025,7625,1.58,0.0,99999.0,0.137,0.99737,3.68,-1.37,9.4,4,2.0,4.12,R,*,0.0,0,0
3026,7627,0.67,0.2,8.0,-0.388,0.98964,3.2,0.42,3.5,2,3.0,1.83,B,**,0.0,551,1
3027,7628,1.55,0.23,1.6,0.272,0.99981,4.17,0.48,16.7,2,1.0,3.61,R,***,0.0,679,1
3028,7629,1.77,0.49,49.1,-0.303,0.9908,3.87,0.58,9.2,3,2.0,5.71,MM,*,0.0,560,1
3029,7631,0.27,0.51,-20.4,0.146,0.99224,3.57,0.51,10.1,2,3.0,1.3,M,?,0.0,0,0
3030,7637,0.4,0.24,6.7,0.058,0.96363,3.2,-1.11,10.4,3,1.0,1.43,R,***,7.6923076923076925,407,1
3031,7638,0.13,-0.42,87.1,0.419,1.0739,3.01,1.8,3.9,2,1.0,1.36,R,***,0.0,829,1
3032,7644,0.91,1.1,-55.3,0.041,0.99403,3.27,0.5,9.9,1,3.0,3.97,R,*,0.0,578,1
3033,7647,0.82,-1.44,99999.0,0.089,1.0486,2.55,0.63,6.7,5,1.0,2.1,B,?,0.0,0,0
3034,7651,-0.56,-1.52,3.0,0.451,0.9971,3.36,0.5,9.5,3,2.0,5.29,B,?,7.6923076923076925,0,0
3035,7652,-0.53,0.45,-46.5,0.028,0.9922,3.51,1.25,17.3,1,1.0,3.18,M,?,0.0,0,0
3036,7656,1.41,0.31,11.2,0.045,0.9986,4.05,-0.49,19.9,3,3.0,1.81,R,?,0.0,631,1
3037,7659,-1.65,-0.15,34.3,-0.137,0.93859,3.19,0.55,10.0,2,2.0,2.17,R,**,7.6923076923076925,649,1
3038,7664,0.26,1.86,9.7,-0.414,0.9962,3.64,0.47,-4.5,2,3.0,2.81,R,**,0.0,727,1
3039,7668,0.48,-2.27,10.2,-0.106,0.9902,2.8,0.45,11.4,3,1.0,2.52,B,*,0.0,386,1
3040,7670,-1.18,1.31,-7.9,0.054,0.94602,1.63,0.8,11.9,3,1.0,4.15,R,**,0.0,725,1
3041,7672,0.635,-1.35,-25.6,-0.404,0.94844,4.34,0.4,12.4,4,3.0,2.01,B,*,7.6923076923076925,394,1
3042,7674,0.33,0.2,17.9,0.066,0.99012,2.13,1.33,8.9,2,3.0,1.86,MM,?,7.6923076923076925,160,1
3043,7676,0.47,2.42,2.1,0.171,0.99618,2.87,0.76,4.8,7,1.0,5.93,M,*,0.0,0,0
3044,7685,0.22,1.54,-9.3,-0.387,0.99645,5.22,-2.32,13.0,2,3.0,1.35,M,?,0.0,233,1
3045,7687,0.1,-0.37,1.2,0.232,1.00675,2.82,0.45,16.4,3,3.0,1.8,B,*,7.6923076923076925,723,1
3046,7691,-1.17,1.1,7.8,0.306,0.9915,3.77,2.09,101.0,2,2.0,1.15,m,*,7.6923076923076925,532,1
3047,7693,-0.73,0.34,1.3,0.124,1.01482,3.49,0.11,13.3,2,1.0,3.75,M,*,7.6923076923076925,491,1
3048,7694,0.31,1.6,2.2,0.553,0.9927,2.91,-0.37,10.3,2,2.0,1.22,b,*,0.0,706,1
3049,7695,2.73,0.16,-19.4,0.482,1.03588,4.34,0.47,12.4,2,2.0,4.85,M,**,0.0,159,1
3050,7696,1.28,0.85,60.0,0.274,0.97597,3.19,0.7,10.4,2,2.0,2.22,B,**,0.0,535,1
3051,7697,0.63,0.44,-29.2,-0.814,0.96743,4.39,0.67,9.7,6,1.0,2.28,B,?,0.0,0,0
3052,7700,0.12,0.07,19.1,0.114,0.9974,3.85,0.75,15.8,4,3.0,2.92,B,?,0.0,0,0
3053,7704,0.99,0.64,99999.0,0.059,0.94711,4.14,0.7,11.8,3,1.0,3.48,R,***,0.0,481,1
3054,7706,0.38,0.4,-75.0,-0.199,0.94064,3.64,3.38,11.4,3,1.0,1.18,r,*,0.0,351,1
3055,7707,0.28,0.99,-47.9,0.27,0.99288,3.08,-1.17,10.7,3,1.0,1.1,r,***,0.0,591,1
3056,7713,-0.42,0.39,45.8,-0.885,0.9965,2.83,1.5,9.2,3,3.0,3.57,R,?,0.0,728,1
3057,7716,-0.31,-0.74,1.5,0.428,0.99498,3.95,-0.77,5.6,1,3.0,3.82,M,?,0.0,0,0
3058,7718,0.22,0.22,16.65,0.044,0.99855,3.91,0.35,5.7,1,2.0,1.49,m,**,7.6923076923076925,393,1
3059,7720,0.09,1.99,1.6,0.036,0.95165,3.61,-0.71,10.9,2,1.0,1.68,R,*,0.0,570,1
3060,7721,0.18,0.49,52.3,0.061,0.98621,3.23,-0.33,10.0,4,1.0,3.12,mb,*,0.0,926,1
3061,7722,0.78,-0.46,46.7,-0.459,0.9943,3.15,0.35,4.1,4,3.0,3.12,m,**,0.0,393,1
3062,7724,-0.36,0.34,14.0,0.365,0.9952,4.42,0.5,17.9,2,1.0,1.74,R,*,0.0,619,1
3063,7725,-1.245,0.33,1.4,-0.496,1.03248,3.27,0.03,9.5,2,1.0,6.05,B,**,0.0,658,1
3064,7727,-0.99,1.21,1.3,0.149,1.01766,2.93,1.11,9.2,3,1.0,1.21,R,***,0.0,697,1
3065,7729,0.01,-0.02,3.7,0.085,0.99173,2.98,0.57,21.3,2,1.0,5.19,R,***,0.0,519,1
3066,7731,-0.33,1.34,-50.8,0.082,0.9913,2.84,0.75,14.5,3,3.0,1.04,B,***,0.0,670,1
3067,7733,0.29,0.54,10.7,-0.22,1.03127,3.05,0.61,9.6,3,1.0,1.54,M,**,0.0,394,1
3068,7734,-2.05,-0.5,-52.7,-0.923,0.98018,3.32,0.47,9.8,4,2.0,2.25,R,**,0.0,231,1
3069,7736,0.43,1.04,1.8,0.138,0.99175,3.35,0.56,9.2,3,3.0,1.61,R,?,0.0,0,0
3070,7740,2.68,0.32,9.0,0.221,0.9952,3.17,1.63,10.3,3,2.0,1.62,M,**,0.0,693,1
3071,7742,0.56,0.04,2.0,0.082,0.9976,3.17,0.26,9.6,4,1.0,2.47,R,?,0.0,0,0
3072,7745,1.24,1.14,2.2,-0.607,1.03232,4.01,1.89,7.8,6,2.0,1.07,M,?,0.0,0,0
3073,7748,0.06,0.41,99999.0,-0.039,1.0,3.32,1.89,6.0,3,2.0,3.05,R,*,0.0,534,1
3074,7753,-0.93,0.49,2.4,0.075,0.92768,2.52,0.61,10.4,6,3.0,2.01,M,?,0.0,0,0
3075,7757,-0.6,0.34,-10.3,-0.14,0.994,3.86,-1.18,15.0,2,1.0,2.68,B,**,0.0,575,1
3076,7768,0.41,1.14,17.75,-0.073,0.95109,3.34,1.02,11.1,2,1.0,1.59,r,***,0.0,482,1
3077,7771,0.21,1.26,-4.4,0.039,1.01922,3.27,1.25,16.3,2,3.0,4.92,B,**,0.0,883,1
3078,7772,0.3,0.42,14.3,0.045,0.9991,3.18,0.56,10.5,3,3.0,6.12,b,**,7.6923076923076925,497,1
3079,7774,0.28,0.12,-27.5,0.505,1.0118,4.09,0.49,9.5,3,3.0,1.14,R,**,7.6923076923076925,560,1
3080,7777,0.56,-1.39,-33.0,0.178,1.0241,3.32,1.93,9.5,4,1.0,1.5,M,*,0.0,342,1
3081,7779,0.2,-0.11,9.5,0.041,1.04015,3.97,0.76,10.1,2,1.0,1.2,M,?,7.6923076923076925,139,1
3082,7780,1.37,0.08,99999.0,-0.013,0.9953,3.22,0.56,10.5,3,2.0,1.0,M,*,0.0,470,1
3083,7783,1.48,2.09,18.1,0.069,0.97202,1.86,-0.03,8.8,2,1.0,4.36,B,***,7.6923076923076925,882,1
3084,7787,0.47,-0.49,2.1,0.466,1.03841,4.32,0.3,9.7,2,3.0,3.97,R,*,0.0,0,0
3085,7800,0.23,-0.69,8.6,0.043,0.96905,3.04,0.41,6.8,3,2.0,6.01,MB,***,0.0,1098,1
3086,7801,0.15,-1.22,44.5,0.044,0.99742,3.24,0.96,10.2,2,2.0,1.0,M,*,7.6923076923076925,444,1
3087,7802,-0.185,-1.1,36.2,-0.283,0.99112,2.66,0.61,9.9,1,3.0,1.14,M,*,7.6923076923076925,474,1
3088,7805,0.29,1.77,-8.8,0.04,0.99155,2.54,1.35,10.6,2,2.0,1.03,R,***,0.0,316,1
3089,7807,0.3,-0.36,8.0,0.044,0.98521,3.51,-0.14,10.8,2,1.0,1.76,M,?,7.6923076923076925,494,1
3090,7808,-0.69,-0.73,28.6,0.021,0.99,3.08,0.9,10.6,3,1.0,2.4,R,***,0.0,460,1
3091,7814,0.23,0.37,2.2,-0.012,0.99986,3.61,0.53,9.3,6,3.0,1.58,M,?,0.0,163,1
3092,7819,0.78,1.97,10.8,0.048,0.978,3.09,0.59,11.7,2,2.0,1.1,M,***,0.0,616,1
3093,7823,0.31,2.12,12.5,0.435,0.98732,3.27,1.73,5.0,5,1.0,1.1,B,?,0.0,0,0
3094,7826,1.13,0.27,1.2,-0.318,0.9936,4.43,-1.0,9.1,3,1.0,2.23,M,?,0.0,245,1
3095,7829,0.17,0.3,42.9,0.584,0.97081,3.88,2.37,7.8,1,3.0,1.0,B,**,7.6923076923076925,676,1
3096,7836,0.27,0.3,1.5,0.045,0.992,3.31,-1.17,14.4,2,1.0,2.66,B,***,0.0,491,1
3097,7840,-1.12,-0.66,51.1,-0.063,1.03989,3.32,0.53,6.8,1,2.0,2.53,R,**,0.0,400,1
3098,7848,-1.02,0.39,-26.9,-0.172,0.97971,3.2,0.53,12.2,4,1.0,2.5,B,****,0.0,771,1
3099,7850,0.34,0.21,2.5,-0.416,0.99586,3.21,0.32,10.1,3,1.0,1.75,M,?,7.6923076923076925,0,0
3100,7852,1.62,1.32,33.2,1.027,0.98118,3.01,0.38,16.4,3,2.0,2.24,R,**,0.0,771,1
3101,7853,-1.17,0.49,2.4,-0.533,0.9944,3.14,0.41,10.8,4,2.0,1.56,MB,****,0.0,1180,1
3102,7854,0.18,0.38,9.8,0.229,0.96232,3.11,2.02,9.2,2,1.0,2.75,R,**,0.0,591,1
3103,7855,0.64,0.26,13.2,-0.832,0.95088,3.25,0.46,5.9,2,1.0,2.84,R,**,0.0,332,1
3104,7859,0.27,1.96,50.9,0.085,0.99548,3.17,0.54,9.4,2,2.0,1.92,M,?,0.0,166,1
3105,7860,-0.2,1.14,28.5,0.056,0.999,3.14,1.86,8.7,3,1.0,1.3,R,***,7.6923076923076925,1124,1
3106,7862,0.74,1.56,5.6,0.049,1.04413,3.47,-0.1,4.6,4,2.0,5.95,B,**,0.0,416,1
3107,7865,0.4,-1.18,38.7,0.051,0.99792,2.45,0.39,9.0,2,3.0,1.21,R,**,0.0,905,1
3108,7868,0.35,0.18,3.1,0.09,0.98297,3.17,0.72,16.0,7,2.0,4.03,M,*,0.0,308,1
3109,7869,0.26,-0.78,33.0,-0.16,1.00825,3.29,0.67,10.5,2,3.0,1.54,B,***,0.0,478,1
3110,7872,0.14,0.36,8.8,0.22,0.9956,3.74,0.35,11.1,4,2.0,1.17,b,***,0.0,580,1
3111,7873,-0.53,-0.31,62.4,0.04,0.9922,2.71,1.42,3.2,3,3.0,6.38,MB,***,7.6923076923076925,1097,1
3112,7874,-0.3,-0.53,18.2,0.128,0.99708,3.69,1.04,17.8,7,2.0,3.85,r,*,0.0,0,0
3113,7878,0.31,-0.06,7.4,0.532,1.01831,2.26,-1.08,9.4,2,2.0,4.26,m,***,0.0,575,1
3114,7879,0.18,0.45,4.4,0.301,0.95963,3.13,0.99,11.9,3,1.0,1.0,M,**,0.0,352,1
3115,7880,0.22,0.39,1.2,0.049,0.99346,2.64,0.47,23.0,2,1.0,1.57,M,***,0.0,529,1
3116,7883,0.03,0.27,17.6,-0.146,1.01609,3.05,3.38,7.6,3,1.0,1.25,M,?,0.0,203,1
3117,7884,0.72,0.62,79.1,-0.107,0.9925,3.33,-1.09,11.4,4,1.0,2.4,B,**,7.6923076923076925,1006,1
3118,7885,1.24,0.31,87.95,-0.252,0.99587,3.31,0.59,4.3,3,3.0,1.35,R,?,0.0,0,0
3119,7886,1.64,0.76,7.2,0.047,0.99604,1.92,0.76,5.8,2,1.0,4.69,b,?,0.0,668,1
3120,7889,0.06,1.8,-47.3,-0.266,0.99168,2.22,0.49,10.4,1,2.0,2.72,R,**,0.0,376,1
3121,7890,2.01,2.34,9.8,-0.476,0.95076,3.33,0.59,8.8,2,2.0,5.56,R,?,0.0,0,0
3122,7893,0.05,-0.09,72.3,0.041,0.98214,3.67,1.28,9.8,3,2.0,6.44,MB,?,0.0,856,1
3123,7899,0.25,0.19,-47.4,0.038,0.9952,4.19,0.35,9.5,2,2.0,4.09,R,**,0.0,400,1
3124,7903,-0.15,0.34,24.5,0.04,0.99111,3.59,0.48,12.1,2,1.0,5.22,R,**,0.0,832,1
3125,7907,0.25,-1.22,-9.1,0.536,0.9703,2.2,0.51,9.5,3,1.0,1.94,R,?,0.0,0,0
3126,7911,-0.2,0.3,23.2,0.05,1.00179,3.29,1.64,12.9,2,2.0,2.21,R,**,7.6923076923076925,506,1
3127,7913,-0.845,0.4,63.6,0.079,0.99512,3.17,2.25,11.9,4,2.0,4.56,M,?,0.0,0,0
3128,7916,0.23,-1.52,-5.5,-0.126,0.9952,3.5,0.47,11.1,3,3.0,2.31,R,?,16.666666666666664,0,0
3129,7919,1.52,0.25,1.4,0.459,0.97055,3.48,1.72,1.1,1,2.0,2.63,M,*,7.6923076923076925,336,1
3130,7921,0.39,1.58,11.9,0.275,0.99851,3.62,1.68,8.9,2,1.0,1.62,R,***,0.0,510,1
3131,7926,0.22,1.45,-16.3,-0.022,1.03569,2.92,-0.72,13.1,2,3.0,5.45,B,***,0.0,662,1
3132,7930,0.22,0.37,15.0,-0.382,0.9992,2.62,0.16,-0.2,2,3.0,3.09,R,**,7.6923076923076925,623,1
3133,7931,0.245,0.58,-3.0,0.032,0.97282,3.31,0.34,15.8,1,1.0,1.02,R,*,0.0,315,1
3134,7933,-0.39,0.39,116.6,0.043,1.03594,3.54,0.47,10.0,3,1.0,2.84,R,?,0.0,0,0
3135,7934,0.22,0.44,1.5,0.288,0.99542,5.26,1.87,10.7,4,2.0,2.09,B,?,0.0,0,0
3136,7935,0.19,1.55,-100.1,0.192,0.99219,3.16,-0.72,12.8,1,1.0,2.18,B,***,0.0,946,1
3137,7939,0.31,0.3,-18.0,0.34,0.992,3.54,0.56,6.5,1,2.0,1.25,M,?,0.0,514,1
3138,7943,-1.3,-0.77,1.4,0.064,1.00188,3.37,-0.55,6.7,2,1.0,1.28,M,*,0.0,288,1
3139,7944,0.02,0.83,2.5,0.036,0.96042,3.31,0.64,8.0,4,3.0,2.47,R,**,16.666666666666664,788,1
3140,7949,-0.01,0.31,38.9,0.035,0.99572,2.68,1.73,9.8,2,2.0,1.62,M,***,0.0,512,1
3141,7953,-0.8,0.4,99999.0,0.071,0.96101,3.04,0.62,8.7,3,3.0,4.18,r,*,7.6923076923076925,347,1
3142,7954,1.55,-1.05,9.7,-0.923,1.02685,3.23,0.5,7.6,3,1.0,1.1,B,*,0.0,599,1
3143,7956,0.3,0.21,21.05,0.033,0.99332,2.44,0.42,9.0,0,2.0,1.21,R,**,0.0,572,1
3144,7964,0.31,0.18,51.0,0.565,1.04241,3.02,0.59,16.5,2,2.0,1.45,M,?,0.0,300,1
3145,7966,-0.95,0.38,30.4,0.08,0.99572,2.58,0.46,9.1,2,1.0,2.23,R,**,7.6923076923076925,424,1
3146,7968,-0.08,2.9,11.5,0.096,1.02797,3.11,0.49,13.4,3,2.0,1.03,B,***,0.0,790,1
3147,7970,-0.06,-0.19,2.3,0.033,1.0739,2.23,0.54,15.2,3,2.0,4.99,R,***,7.6923076923076925,959,1
3148,7972,0.2,0.26,9.7,0.38,1.04954,3.08,1.81,12.9,2,1.0,1.77,R,?,0.0,0,0
3149,7977,0.24,0.28,82.4,0.191,0.9952,3.19,-0.62,10.7,2,1.0,4.94,M,**,0.0,406,1
3150,7978,1.7,-0.39,-25.7,0.089,0.94552,2.84,2.08,13.5,3,3.0,2.54,R,*,0.0,0,0
3151,7980,0.36,0.47,1.4,0.042,0.98972,3.62,0.95,10.1,2,3.0,2.06,MB,***,7.6923076923076925,829,1
3152,7981,-0.66,0.07,11.2,-0.416,0.997,3.15,0.99,10.0,3,3.0,2.14,r,*,7.6923076923076925,579,1
3153,7989,0.67,0.02,29.4,-0.348,0.97486,3.39,0.82,8.1,2,3.0,4.15,M,**,0.0,529,1
3154,7990,0.36,-0.06,-39.1,0.021,0.96509,5.26,0.61,101.0,2,1.0,4.76,R,**,0.0,805,1
3155,7991,0.45,-1.2,2.6,-0.428,0.91473,3.37,0.91,3.2,4,2.0,1.36,B,?,0.0,0,0
3156,7992,0.14,1.37,-24.0,0.608,0.9925,3.35,0.3,10.0,1,1.0,3.87,R,****,0.0,796,1
3157,7997,1.48,0.69,6.85,0.159,0.9786,3.1,0.34,4.4,3,3.0,1.43,M,?,7.6923076923076925,668,1
3158,8000,0.7,-1.07,5.3,0.026,0.99987,3.21,0.32,8.9,1,1.0,1.08,B,**,16.666666666666664,791,1
3159,8003,1.51,1.33,99999.0,0.347,0.98984,3.97,0.45,10.1,1,1.0,4.22,M,*,0.0,191,1
3160,8004,0.35,0.24,2.0,0.128,0.99576,3.13,0.88,7.7,3,2.0,2.26,R,*,0.0,373,1
3161,8007,0.14,0.33,-35.2,0.481,0.9966,3.25,0.03,11.9,2,1.0,1.72,B,**,0.0,458,1
3162,8008,0.72,-0.45,99999.0,0.616,0.995,3.28,1.99,14.9,2,2.0,6.03,M,*,0.0,423,1
3163,8010,-0.82,0.37,2.0,0.598,0.9905,3.28,1.26,101.0,3,3.0,2.68,R,**,0.0,417,1
3164,8014,-0.91,0.09,2.3,0.056,0.9609,3.63,-0.18,13.0,1,1.0,1.96,b,?,0.0,692,1
3165,8015,-0.02,1.24,-57.8,0.05,0.99248,3.13,-0.04,9.4,5,2.0,2.4,R,***,0.0,407,1
3166,8017,0.27,0.95,3.1,-0.114,1.02073,2.43,-2.32,10.0,2,2.0,3.28,M,?,7.6923076923076925,281,1
3167,8020,1.45,-1.06,2.1,0.083,0.98529,3.44,0.52,2.8,3,2.0,1.42,R,?,0.0,0,0
3168,8022,-1.58,-0.47,-102.1,0.043,0.95181,2.72,1.04,10.5,3,2.0,1.08,R,?,7.6923076923076925,311,1
3169,8023,0.28,1.9,9.1,0.799,0.9948,3.44,0.54,11.1,3,2.0,2.44,M,**,0.0,389,1
3170,8024,0.34,0.25,37.9,0.042,0.9964,3.02,1.42,11.4,1,3.0,1.33,MM,**,0.0,322,1
3171,8028,0.18,1.77,4.6,0.361,1.03624,3.21,0.87,11.3,1,3.0,2.37,B,***,0.0,927,1
3172,8031,0.67,1.32,-1.7,0.237,1.02215,2.56,1.21,4.3,7,1.0,1.7,R,**,0.0,583,1
3173,8033,0.26,0.18,-16.7,0.057,1.00938,3.1,0.91,13.7,3,1.0,6.3,M,**,0.0,558,1
3174,8038,0.2,0.37,80.0,0.319,1.00368,3.88,0.61,10.2,3,1.0,4.8,B,*,0.0,679,1
3175,8039,0.26,0.49,48.9,0.02,0.99239,3.25,0.75,11.3,2,2.0,6.29,B,****,0.0,875,1
3176,8041,0.24,0.49,5.8,0.046,0.94423,3.91,1.55,17.0,2,3.0,5.71,R,**,7.6923076923076925,751,1
3177,8046,0.4,-0.95,-80.1,0.066,1.01648,3.12,-0.46,9.1,3,3.0,2.04,R,***,0.0,523,1
3178,8047,0.5,0.28,1.5,0.036,1.03621,3.23,0.42,10.1,2,3.0,1.69,R,***,7.6923076923076925,689,1
3179,8049,1.43,0.24,17.8,0.047,0.98833,3.1,0.77,10.2,2,1.0,1.0,r,***,0.0,736,1
3180,8062,0.31,-0.97,13.3,0.367,0.9982,3.01,0.47,12.2,3,3.0,1.55,M,**,0.0,370,1
3181,8063,0.94,-0.23,-4.0,-0.178,1.00289,3.22,0.68,9.3,7,1.0,1.27,R,?,0.0,0,0
3182,8065,-1.02,1.87,-8.35,0.057,0.9538,3.14,1.99,8.6,3,1.0,1.55,M,*,0.0,333,1
