ID,Beneficio,Compra,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,Etiqueta,CalifProductor,Clasificacion,Region,PrecioBotella
8665,561,1,0.21,0.29,38.2,-0.362,1.00361,3.73,0.4,9.8,r,1,?,3,1.38
8668,392,1,-0.34,-0.21,91.1,0.044,1.0063,3.12,,3,R,3,?,1,2.14
8670,566,1,0.43,-1.08,-54.5,0.044,0.96377,3.19,-0.01,10.5,r,3,**,2,1.02
8671,737,1,0.41,0.23,21.9,0.127,0.99898,3.18,0.49,9.7,B,3,****,3,1
8674,658,1,0.24,0.28,-29,0.038,1.02018,3.1,3.23,9.2,M,1,*,1,1.25
8676,493,1,0.24,0.39,17.3,0.052,0.99888,3.91,0.49,9.2,M,2,*,1,1.55
8677,534,1,0.24,0.49,6.1,0.038,0.9952,3.02,0.33,10.6,M,4,*,3,1.86
8682,457,1,-1.07,0.7,4.9,-0.514,0.99283,3.12,0.11,11,r,2,***,2,1.11
8689,1026,1,0.34,0.26,1.9,0.038,0.9893,3.28,0.47,12.2,B,2,****,3,2.42
8693,488,1,1.12,1.28,2.2,0.075,0.998,3.22,-0.24,15.4,r,5,**,3,2.14
8694,0,0,0.41,0.37,1.4,-0.402,0.9974,3.26,0.7,13.5,M,4,?,3,1.24
8699,955,1,0.2,1.28,-12.4,0.056,0.95946,2.32,-2.95,8.9,R,3,***,1,1.27
8700,793,1,1.44,0.95,1.3,-0.326,0.97462,2.08,-0.53,8.4,R,2,***,1,2.55
8701,0,0,-0.3,0.29,51.2,0.251,0.9775,3.17,0.54,-3.7,B,4,?,1,3.93
8704,484,1,-1.2,1.74,6,-0.417,0.99511,3.23,1.99,10.5,m,2,**,3,3.33
8710,1107,1,0.28,-0.61,4.7,0.282,1.00321,3.16,2.03,15.7,R,2,**,2,1.8
8718,694,1,-1.14,0.27,-15.2,-0.546,0.9657,3.2,0.37,15.6,B,2,****,1,2.5
8719,387,1,0.22,-0.93,9.9,0.142,0.99512,1.99,,4.8,M,2,**,1,3.25
8722,715,1,-1.17,0.71,1.5,0.51,0.97366,2.29,1.65,11.4,R,1,*,3,2.6
8723,727,1,-0.48,-1.34,10.3,0.027,0.9894,3.5,2.14,102,R,1,**,1,1.76
8725,0,0,0.46,-0.74,-114.4,0.064,0.99718,3.21,1.91,11,R,5,?,2,2.95
8727,0,0,0.21,0.3,2,0.031,0.9917,3.19,0.49,11.4,R,3,?,1,1.66
8733,436,1,-0.72,0.2,63.85,0.395,1.03628,1.95,,8.9,R,1,?,3,4.23
8736,0,0,0.4,1.61,31.5,0.122,1.01565,3.91,1.36,9.7,b,2,?,2,1.1
8738,985,1,-0.66,1.11,16.8,0.044,0.99,3.13,1.46,12.1,R,3,***,2,1.48
8740,714,1,-0.43,0.32,2,0.044,0.99185,3.37,0.68,11,M,2,**,1,3.74
8741,350,1,1.84,-0.59,57,-0.084,1.01688,3.24,-0.15,11.3,R,1,*,1,1.89
8742,708,1,1.36,0.31,-12,0.069,0.9944,3.18,0.47,9.4,b,3,**,2,1
8745,1040,1,0.22,-0.62,39.8,-0.419,0.96877,3.05,-0.11,10,b,2,***,3,5.02
8746,651,1,-0.18,1.67,4.6,0.041,0.9946,3.21,0.45,15.1,B,3,*,2,1.34
8755,990,1,0.72,0.39,-28.7,-0.483,1.03996,3.31,0.38,17.7,R,2,****,2,1.2
8756,0,0,0.34,0.03,5.5,0.268,0.9973,5.85,-0.91,116,B,3,?,2,3.75
8760,835,1,-1.14,0.66,-61.6,-0.368,0.95019,2.92,-0.08,10.3,B,3,**,2,3.36
8762,870,1,1.12,1.47,2.2,0.027,0.99,3.85,1.99,6.2,B,3,**,3,2.01
8768,299,1,-1.17,-0.17,52.7,1.252,0.9936,2.79,0.45,8.8,M,1,*,3,1
8769,0,0,-0.24,-0.19,-38.8,0.077,0.96315,3.16,0.79,3.9,m,3,?,2,2.93
8770,351,1,0.52,-1.22,-37.3,-0.572,0.97792,5.56,2.35,8.5,M,1,**,1,1.77
8772,547,1,0.79,1.15,-32.95,,0.99684,4.35,0.38,10.6,R,2,**,1,2.08
8774,905,1,0.24,0.29,-13.7,0.023,1.08635,3.25,1.88,15.4,B,2,**,2,1.14
8775,715,1,0.98,-0.82,-30.7,0.383,1.00704,1.46,0.42,12.5,B,2,?,3,4.5
8776,274,1,0.29,0.21,32.15,0.043,1.00397,2.42,1.86,10.1,MM,2,?,,2.45
8777,357,1,0.42,0.48,9.85,0.034,0.94537,2.58,0.29,10,M,6,*,3,1.22
8778,0,0,-0.96,0.47,4.5,-0.358,0.96284,3.24,1.1,10.6,MM,4,?,1,6.28
8783,582,1,0.71,0.38,10.5,0.044,1.04702,1.87,,14.4,R,3,**,2,2.57
8784,0,0,0.28,0.49,1,-0.457,0.9936,3.13,1.06,10,mm,4,?,1,2.03
8789,839,1,0.38,0.28,-60.6,-0.848,0.96755,2.3,0.24,10.7,R,1,****,,2.23
8791,369,1,0.53,2.9,-1.9,-0.352,1.00723,,,11.8,M,3,**,2,1.08
8792,537,1,0.6,2.77,-28.3,-0.37,0.95704,2.85,-0.49,10.1,MB,3,***,1,4.59
8794,783,1,0.32,0.83,10.7,0.162,1.00744,3.34,-0.4,9.5,R,2,?,2,1
8796,0,0,0.36,0.03,22,0.065,0.99472,1.98,0.62,8.9,r,3,?,3,6.96
8798,473,1,0.89,0.3,-14.2,0.04,0.99021,3.47,0.27,13.6,R,3,**,3,3.77
8800,510,1,0.25,1.33,28.1,0.043,0.99524,4.54,0.28,16.5,R,2,***,2,2.64
8802,0,0,1.645,1.53,-41.1,0.086,0.9946,3.17,1.36,5.9,B,4,*,2,1.12
8803,297,1,-0.17,-0.01,-7.1,0.055,0.99605,2.76,-0.19,9.8,mm,3,*,2,1.74
8806,748,1,1.17,0.29,-52.6,-0.394,0.99061,4.43,,12.3,R,2,**,3,1.15
8808,406,1,1.15,0.21,1.65,0.117,1.07586,3.11,1.84,8.5,R,3,**,3,4.33
8809,513,1,0.17,0.32,46,0.048,1.0083,3.5,-0.39,16.3,R,2,**,3,1.05
8810,404,1,0.3,0.09,5.2,0.05,0.99304,3.26,,8.9,R,2,?,1,1
8811,745,1,0.31,1.36,5.1,0.31,0.9897,3.14,1.97,13.4,R,1,***,1,2.92
8814,1023,1,-0.6,2.8,99999,0.031,0.9946,3.16,0.36,6.5,MB,3,**,2,4.1
8815,278,1,1.7,0.48,7.4,0.053,0.96575,3.18,0.53,15.6,M,2,?,3,1.12
8818,760,1,-0.26,0.28,61.6,1.162,0.99556,4.12,1.02,18.2,R,2,***,3,3.02
8819,567,1,0.56,0.02,1.6,-0.419,0.9937,3.28,0.44,10.7,R,3,*,1,1.71
8821,907,1,0.19,0.28,11.6,-0.098,0.9907,3.36,0.64,11.4,B,2,***,2,5.12
8825,545,1,0.22,0.38,14,0.059,1.02455,3.12,,10,M,3,?,3,2.08
8828,354,1,-0.79,0.77,16.5,0.129,0.9939,3.64,0.52,11.7,M,4,*,3,2.93
8829,411,1,0.3,2.26,-1.4,-0.312,0.9959,3.19,0.5,13.1,R,2,*,3,1
8830,0,0,0.335,0.1,1.6,-0.453,1.03646,4.61,0.65,9.6,R,4,?,1,1.93
8832,0,0,0.48,0.07,23,0.089,0.99684,,-0.29,11.1,B,3,?,3,1
8836,696,1,0.46,0.65,-60.2,0.05,0.9976,3.16,0.42,8.7,B,3,**,3,3.01
8837,516,1,0.36,0.38,10.2,0.192,0.99274,3.27,0.43,6.4,R,2,****,1,3.79
8838,327,1,0.22,2.79,15.1,0.052,1.01444,2.94,0.35,9.4,M,2,***,3,2.18
8839,365,1,0.16,1.45,1.3,0.248,0.99344,2.21,0.5,9.5,M,2,**,3,2.28
8845,849,1,0.42,0.31,9.2,0.048,1.0182,,0.61,8.7,B,3,***,1,6.45
8846,495,1,0.13,1.29,12.7,,0.98188,3.32,0.81,-0.5,R,1,**,3,1.18
8851,479,1,1.52,0.26,14.7,0.291,0.998365,2.99,0.73,9.4,M,1,*,2,6.35
8858,0,0,-0.26,0.28,3.2,0.066,1.00716,3.22,0.04,132,B,4,?,3,1.76
8860,580,1,0.19,0.49,-5.1,0.047,0.9932,3.4,-0.3,12.7,R,3,*,3,1.47
8872,777,1,-0.98,-0.5,-41.6,0.123,0.96462,2.92,-0.61,14.9,R,2,*,1,2.44
8874,405,1,1.41,0.04,1.6,0.225,0.9962,3.48,-2.76,3.1,B,3,?,1,1.15
8876,712,1,1.68,0.31,2.8,-0.995,0.99126,3.06,1.36,10.9,M,2,***,1,2.22
8878,511,1,0.29,-1.03,-27.8,0.611,0.98983,2.99,1.38,13.5,M,3,**,2,2.41
8879,555,1,0.91,-1.27,12.1,0.058,0.96961,3.3,-0.6,11.7,M,1,*,3,1.04
8881,520,1,0.33,-0.46,1.2,-0.342,1.02431,3.16,0.51,11,M,2,**,1,2.63
8882,779,1,0.33,0.34,54.4,0.089,0.99542,3.16,2.17,9.3,R,2,**,1,1.3
8884,404,1,0.445,0.05,3.3,0.054,0.98005,3.42,1.79,9.1,B,1,**,3,2.75
8888,0,0,0.25,0.29,12.4,0.049,1.02449,3.09,0.72,9.6,R,3,?,2,1.59
8889,0,0,1.48,0.39,39.3,0.106,0.9986,3.85,,127,B,7,?,2,2.49
8890,709,1,0.61,0.28,1.6,0.147,1.02338,2.15,1.06,14,R,3,***,2,3.07
8892,542,1,0.3,-0.55,4.25,0.032,0.9916,3.26,0.47,11.3,M,2,*,1,2.73
8893,740,1,0.28,0.79,1.7,0.555,0.99096,3.16,0.5,12.7,R,2,****,2,1.46
8897,516,1,0.23,0.2,11.4,0.253,0.99268,3.53,-0.76,9.7,M,2,*,3,2.38
8900,353,1,-2.41,-0.75,-15.8,0.089,1.01463,3.49,0.62,10.8,m,1,*,1,2.37
8902,747,1,0.34,0.86,1.4,0.174,0.9903,2.98,-0.52,10.6,B,3,*,3,2.22
8904,723,1,1.29,1.78,8.5,-0.323,0.9959,2.89,0.39,8.8,R,2,***,2,2.53
8905,729,1,0.57,0.36,20,-0.537,0.98667,3.98,0.69,11,B,2,***,3,3.95
8906,677,1,1.07,1.65,19.4,-0.535,1.00714,2.99,0.73,11.9,b,4,**,3,1
8909,512,1,0.18,0.79,14.3,0.041,0.95362,3.19,-0.02,9.9,b,3,**,1,2.23
8911,1012,1,-0.4,-0.97,13.2,0.064,0.99018,3.25,-0.79,13,MB,2,****,2,3.37
8916,631,1,0.52,1.69,-1.3,0.24,0.9975,3.26,,9.3,R,3,***,1,1.51
8917,0,0,0.34,0.23,64.8,-0.312,0.98346,3.96,-0.5,9.2,MB,2,?,3,1.4
8919,1132,1,0.18,-0.2,1.4,0.036,1.01807,3.34,0.6,9.8,R,1,***,1,1
8920,938,1,0.5,0.26,1.6,0.029,0.99974,3.27,0.78,150,M,2,**,2,1
8921,620,1,0.15,0.26,5.55,0.051,0.95839,4.45,3.12,7.4,R,1,**,1,1.2
8923,598,1,-0.74,1.66,14.3,0.436,0.9991,3.7,-2.86,9.2,B,3,*,1,2.36
8926,0,0,1.07,1.73,23.6,0.037,1.06381,2.15,0.34,17,M,2,?,2,1.47
8927,504,1,0.21,0.36,65.35,0.02,0.99146,2.69,2.39,13.4,R,2,****,1,1.18
8930,1195,1,-2.49,-0.01,1.4,0.074,0.99067,0.72,-0.33,13.1,B,2,***,3,1
8931,344,1,2.53,0.27,99999,0.041,0.99535,3.17,0.43,119,m,3,***,2,3.61
8933,350,1,0.49,0.26,-37.5,0.062,1.00003,3.99,0.64,5.1,R,3,*,1,3.4
8934,380,1,0.48,0.28,68.3,0.147,0.99642,3.24,2.46,9.3,R,3,**,1,5.23
8935,410,1,0.485,0.29,2.1,0.026,0.9918,3.01,1.38,12.4,R,4,**,2,2.07
8939,826,1,2.37,0.9,-8,0.029,0.94915,2.64,0.59,10.7,R,4,***,1,2.08
8940,487,1,0.55,0.31,5.2,-0.536,1.01454,3.9,-1.22,4.4,M,2,**,2,1.38
8941,0,0,2.08,0.49,38.7,0.534,1.08627,3.12,0.26,9.3,B,5,?,1,1.57
8944,452,1,0.29,1.09,56.4,0.056,0.98988,3.75,,3.4,r,3,***,2,2.4
8949,707,1,0.48,0.32,-20.1,-0.221,0.98481,2.89,0.35,17.5,R,2,**,1,1.78
8950,505,1,0.52,-0.45,14,0.386,0.97786,3.72,0.38,11.8,R,4,****,3,1.93
8951,0,0,1.12,0.49,-43.2,0.253,1.00542,3.38,0.53,9.7,R,2,?,2,1
8952,577,1,0.43,0.34,8.3,0.037,1.02884,3.31,0.64,15.1,R,4,?,1,5.55
8953,381,1,0.67,1.69,36.1,-0.666,0.99502,4.12,1.01,12.5,R,3,**,1,3.97
8956,0,0,0.41,0.31,-54.4,,0.99824,3.38,1.22,10.1,mb,3,?,3,4.42
8957,717,1,0.28,0.22,40.2,0.582,1.01159,4.26,0.48,9.5,b,3,**,2,1
8961,386,1,0.65,-0.3,21.4,-0.28,0.95533,3.73,0.38,8.1,M,3,*,3,1.91
8963,761,1,0.2,0.29,-48.5,0.047,1.01391,3.84,0.45,10.4,B,3,**,3,5.83
8968,540,1,1.74,0.57,1,0.114,0.94369,1.76,-0.17,6.6,R,2,**,3,2.03
8970,568,1,0.56,0.22,8.9,0.467,1.04555,4.32,0.51,11.4,R,2,**,3,1.03
8972,506,1,0.2,-0.45,1.4,0.047,1.02628,3.38,0.35,10.1,M,3,**,2,3.23
8974,399,1,0.33,1.32,134.9,0.527,0.99416,3.15,0.41,9.2,M,2,*,2,6.32
8978,137,1,0.21,0.28,7,-0.043,0.9727,1.96,0.57,9.9,MM,4,?,3,1.25
8982,672,1,0.26,0.39,99999,0.454,1.02444,4.07,0.58,7.5,R,2,***,3,1.89
8983,746,1,-0.29,-0.39,99999,-0.018,1.00254,,-0.99,7.6,M,3,**,2,1.36
8990,878,1,0.23,-0.11,62.4,-0.118,0.94885,4.31,0.36,9.5,B,2,**,2,1.52
8992,0,0,0.88,0.47,3.6,0.055,0.93405,2.19,0.66,8.4,M,2,?,3,2.18
8993,695,1,0.29,0.53,18.15,0.047,0.9992,3.22,-0.87,9.6,B,3,*,3,3.83
8994,0,0,0.39,0.97,2.3,0.091,0.98537,3.16,1.73,7.9,B,8,?,3,1.66
8999,0,0,1.32,0.2,127.1,0.314,1.0445,3.14,0.61,7.8,R,2,?,2,1.7
9000,0,0,0.24,0.56,4.3,0.044,0.97323,2.61,0.44,13.3,M,4,?,2,2.32
9003,0,0,-0.95,0.32,5.6,0.551,0.9991,3.38,0.77,14,m,5,?,2,2.02
9007,837,1,0.23,-1.61,-14.5,0.378,0.93971,2.07,,9.2,R,2,****,3,1.22
9011,0,0,-0.18,-0.39,-16.6,-0.381,0.9972,3.86,0.68,11.3,r,7,?,3,1.01
9015,0,0,0.23,0.35,-22.1,-0.462,0.9912,3.91,0.48,10.8,M,3,?,1,3.92
9016,253,1,0.22,-0.65,49.55,0.044,1.0178,3.24,0.04,9,MM,1,**,3,1.38
9017,630,1,0.035,0.48,2.2,0.115,0.94791,3.24,1.83,5.5,r,2,***,3,2.18
9020,431,1,-1,0.01,88.6,0.046,0.99093,4.28,1.57,11.3,R,1,**,1,2.48
9021,325,1,-1.17,0.28,-48.4,0.032,0.95678,2.77,0.87,4.9,M,4,?,3,3
9022,0,0,0.585,0.2,64.9,0.417,1.01688,3.2,0.51,8.8,R,2,?,2,5.83
9023,932,1,-0.64,0.17,17.75,-0.141,0.99916,3.13,0.48,8.8,B,2,*,2,3.91
9025,736,1,-1.15,1.38,-42.1,-0.259,0.997,3.2,-0.41,4.7,MM,5,**,1,2.42
9028,617,1,1.7,-0.8,7.35,0.025,0.98562,4.17,1.15,18.2,R,3,***,3,4.85
9030,318,1,0.64,1.05,-6.8,0.045,1,2.61,,4.5,m,2,*,3,5.35
9031,409,1,0.21,1.51,2.2,-0.349,0.9862,3.2,0.57,10,M,3,***,3,5.03
9032,0,0,0.32,0.68,60.7,0.543,0.9976,3.23,-0.63,12.6,B,6,?,3,5.56
9034,374,1,-0.65,0.69,16.7,0.039,0.99985,3.58,0.45,4.4,M,2,?,2,4.26
9042,200,1,-0.52,0.42,-28.2,0.062,0.94587,3.04,2.01,9.2,M,3,?,3,3.03
9052,631,1,-0.18,1.75,3.6,0.563,0.993,4.2,0.55,6.7,R,2,**,1,2.07
9056,580,1,0.27,0.3,57.3,0.909,0.97944,3.16,1.68,9.6,R,2,*,1,1.11
9060,325,1,-1.62,0.47,67.25,-0.398,1.01087,3.19,0.41,4.3,M,2,*,1,1.05
9066,0,0,0.34,0.3,8.4,0.051,1.02188,3.48,-0.64,140,B,3,?,1,1.98
9067,0,0,-0.45,0.29,16.85,-0.082,1.01405,2.9,0.38,14.8,m,3,?,3,1.29
9071,769,1,0.29,0.31,-14.1,0.226,0.9662,3.27,,4.9,M,2,***,3,1.71
9072,594,1,-0.98,0.32,14.5,-0.185,0.99412,3.14,1.09,18.6,R,2,*,3,2.16
9074,152,1,0.27,3.86,99999,0.103,0.96894,4.32,0.44,6.2,MM,4,?,3,1.49
9078,466,1,0.33,0.36,22.3,-0.505,0.99592,3.49,-0.46,10.6,R,4,***,3,5.47
9080,936,1,-0.1,0.27,107.3,0.04,0.9792,4.68,-0.77,10.3,mb,1,***,2,3.9
9083,595,1,-1.12,0.12,-7.7,0.046,0.99305,3.03,0.71,10.3,MB,1,***,3,2.21
9084,902,1,0.18,1.85,99999,0.445,1.01939,3.49,,10.8,B,1,*,3,2.61
9086,115,1,0.28,0.3,-29.9,1.148,0.99022,2.07,0.33,12.1,MM,3,?,2,1
9088,444,1,0.21,-0.03,-61.6,0.075,0.98179,3.2,0.46,8.6,r,2,***,1,1.07
9090,418,1,0.32,0.72,13.1,0.05,0.998,1.34,0.49,8.8,R,3,*,3,3.97
9096,953,1,0.23,-0.57,99999,-1.064,0.99975,3.12,1.99,5.1,R,4,***,3,1.29
9098,0,0,-0.73,0.49,-14.7,-0.12,0.9978,,-1.16,9.5,r,8,?,2,3.18
9107,0,0,0.37,-0.36,-26.7,0.053,0.9924,3.21,0.62,16.8,MM,2,?,1,1.25
9108,0,0,0.16,0.64,-68.2,0.05,0.98304,3.15,0.51,7.6,MM,4,?,3,4.54
9110,420,1,0.4,-0.39,1.1,0.048,0.9929,3.01,0.42,9.3,R,3,**,2,4.78
9112,0,0,0.25,1.75,14,0.069,0.97168,2.98,0.47,15.2,m,2,?,1,1
9113,694,1,0.25,1.68,67.3,0.562,0.99064,2.05,-2.13,22.7,r,3,**,3,1.65
9114,974,1,-1.15,0.3,1.9,0.033,1.0357,4.57,0.42,14.6,B,2,***,1,1.93
9116,496,1,-0.06,0.3,68.2,0.047,0.94967,3.52,,14.8,R,2,***,1,2.34
9119,722,1,0.28,0.28,14.4,0.154,0.9986,3.12,0.35,8.9,R,3,*,2,2.67
9122,0,0,0.5,0.14,1.8,0.078,0.99636,3.25,,10.4,B,3,?,1,1.8
9123,0,0,-0.5,0.58,-47.1,0.287,1.00143,3.2,2.02,7.5,b,3,?,2,5.76
9127,391,1,0.57,-1.42,1.7,0.066,1.0169,1.93,0.58,9.4,R,2,***,3,1.24
9129,310,1,0.485,0.29,-20.7,0.526,1.02615,3.01,0.38,12.4,M,4,*,3,2.62
9131,677,1,0.22,1.9,46.6,-0.314,0.94788,1.59,1.43,10.2,B,3,?,,4.64
9133,532,1,0.32,0.61,11,0.041,0.99794,3,-0.78,9.3,b,4,?,2,4.23
9134,516,1,0.36,0.37,63.3,0.019,0.99036,3.08,2.06,18.8,M,3,***,1,1.54
9144,448,1,0.26,0.25,10.7,0.046,0.99606,3.17,0.55,9.9,M,2,?,2,1.76
9145,742,1,0.28,0.54,72.7,0.378,0.9984,3.06,-0.83,111,r,3,**,1,2.2
9148,459,1,0.18,1.77,-9,0.032,1.00245,3.28,0.57,3.5,r,4,***,2,5.28
9149,325,1,0.61,0.01,99999,0.074,0.99748,2.28,0.65,4.1,M,3,?,1,6.12
9152,300,1,0.57,0.83,13.1,0.05,0.99884,3.05,2.01,12.5,M,3,**,3,1.04
9154,0,0,-0.29,-0.38,67.3,0.046,1.03712,3.19,0.01,13.4,MM,3,?,3,1.8
9158,677,1,0.15,0.68,6,0.033,0.99192,2.48,-0.33,15.4,M,2,*,3,2.69
9159,0,0,0.66,0.39,3.2,0.083,0.96787,4.63,1.66,15.1,m,6,?,2,1.17
9160,359,1,-0.16,-0.94,99999,0.037,0.9966,5.17,0.04,8.9,m,3,?,2,2.24
9162,555,1,0.26,0.47,1.6,0.521,0.9944,2.64,0.18,9.7,B,3,*,3,1.11
9164,478,1,1.78,0.41,2.8,0.038,0.94848,3.09,0.58,12,R,2,**,1,1.14
9165,409,1,-0.14,0.5,11.4,-0.46,0.99428,3.75,2.46,16.3,M,1,*,1,1.9
9166,625,1,1.26,1.1,28.9,1.048,1.00804,3.1,0.58,11.2,B,2,**,3,1
9168,753,1,0.23,0.35,1.2,0.027,0.992,3.12,,10.7,R,4,**,1,1.67
9169,0,0,0.57,0.31,1.8,0.531,1.04,,-0.36,5.3,R,4,*,1,4.53
9172,507,1,0.47,0.37,1.5,0.037,0.95521,3.38,1.38,9.4,R,2,**,2,1.61
9173,995,1,-0.71,1.56,45.4,0.05,1.00666,3.11,0.58,10.2,B,2,**,1,1.43
9174,569,1,0.18,-1.08,99999,,0.95494,3.23,0.48,11.4,r,4,?,2,3.82
9175,323,1,0.23,-2.71,33.5,0.116,0.95925,3.32,0.68,9.5,M,3,**,1,2.21
9178,573,1,0.38,0.42,33.1,0.042,1.03784,2.99,0.56,9.3,r,4,*,2,3.3
9179,939,1,0.28,0.26,-36.5,0.159,0.98894,1.86,0.41,12.1,B,2,*,1,3.25
9180,532,1,1.64,0.39,99999,-0.411,1.01983,3.15,0.32,12.9,M,2,**,1,3.42
9181,594,1,0.3,0.35,4.6,,0.94455,3.49,,13.4,R,5,***,2,2.03
9182,0,0,1.09,-1.28,-1.6,-0.033,1.0002,4.61,0.65,9.3,R,4,?,2,1.68
9184,411,1,-0.68,0.28,3.5,0.361,1.08327,3.44,0.59,12,R,2,*,1,2.76
9185,0,0,0.91,3.18,1.7,0.952,0.94671,4.07,-0.05,10.2,R,5,*,2,1.9
9186,788,1,1.08,1.39,6.3,0.035,1.03777,1.03,-0.74,15.1,R,2,***,2,1.96
9189,0,0,0.57,1.75,99999,,0.9963,3.09,0.96,10.1,M,6,?,1,6.14
9192,386,1,0.68,-0.97,1.4,0.404,0.99022,3.24,,8.8,M,2,*,1,3.56
9198,711,1,-1.07,0.25,2.4,0.098,0.9964,2.8,1.09,10.1,R,3,***,3,2.17
9204,405,1,0.21,0.48,99999,0.602,1.001,2.6,0.34,10.2,R,3,*,1,3.6
9205,0,0,1.59,0.39,78.4,0.069,0.96476,2.81,1.88,9.2,MM,6,?,1,2.67
9208,730,1,0.25,-0.59,112.9,-0.505,0.96639,3.16,0.48,11.9,r,3,***,1,1.07
9210,408,1,-1.13,0.28,-32.1,0.032,0.99168,3.31,,11.5,R,2,**,1,1.58
9211,0,0,0.66,-1.21,57.5,-0.022,0.95728,3.28,0.99,10.3,B,5,?,1,1.17
9215,669,1,0.31,-0.32,99999,0.028,1.03718,2.2,1.77,6.4,M,2,**,2,4.33
9226,507,1,0.26,0.28,9.4,,0.99254,3.17,0.91,5.3,M,2,*,2,2.93
9227,0,0,1.2,1.77,2.5,0.026,1.01565,3.94,,4.6,B,2,?,2,1.56
9228,364,1,0.27,0.33,99999,0.042,0.99215,3.35,0.82,10.7,r,2,**,3,1.52
9230,748,1,-0.27,-0.57,51,0.079,1.02976,3.17,1.61,10.1,r,6,*,3,2.26
9231,0,0,0.21,-0.5,2.2,0.075,0.98882,3.07,0.03,5.8,R,11,*,1,5.35
9232,521,1,0.16,0.49,2,,0.98441,3.02,0.53,10.2,MB,5,***,1,1.04
9233,728,1,0.225,0.24,-1.8,0.054,0.98354,3.17,0.39,5,r,1,*,3,1
9234,675,1,1.8,0.69,2.2,-0.216,1.00485,,-2.12,14.4,r,2,****,2,1.45
9238,511,1,0.27,0.02,64,0.2,0.99237,3.1,0.59,10.1,R,2,*,1,1
9242,0,0,0.23,0.16,15,0.37,0.99178,3.1,0.55,11.9,m,4,?,1,1.73
9244,530,1,0.4,0.38,-20.1,0.03,0.99075,4.07,0.46,12.6,R,3,***,2,1
9245,477,1,-1.2,0.36,114.2,0.287,0.9956,3.38,1.07,11.1,B,4,**,3,1.27
9247,400,1,0.44,0.13,25.2,-0.201,0.95341,3.33,0.48,12.5,M,1,**,1,2.92
9257,473,1,0.29,0.34,71.5,0.03,0.94676,3.68,,10.6,R,5,*,2,2.18
9262,349,1,-0.265,-0.34,2.1,0.158,0.94508,3,0.67,12.2,R,2,*,1,1.67
9263,0,0,0.18,0.49,68.5,-0.071,0.9919,3.06,1.81,11.6,M,2,?,1,5.51
9264,506,1,0.21,0.82,-24.6,0.157,1.01292,3.28,-1.12,8.5,R,2,***,2,4.1
9265,461,1,-0.67,0.3,2.3,0.406,0.98964,4.22,0.52,12.8,R,2,?,3,4.78
9266,0,0,1.22,0.39,2.4,0.048,0.99409,3.72,0.54,6.5,R,3,?,3,4.1
9269,361,1,0.2,0.27,9.6,0.519,1.09228,3.04,0.64,10.5,mm,3,?,2,1.23
9274,616,1,0.19,1.42,9.5,-0.127,0.95564,4.02,,16.5,R,2,**,1,1.29
9275,0,0,0.41,-0.89,2.55,0.042,0.9998,3.36,-0.17,15.7,B,3,?,1,1.48
9280,417,1,1.645,0.64,99999,-0.496,0.99562,4.34,2.31,8.9,M,2,**,3,1.5
9281,0,0,0.6,0.16,1.5,0.049,0.9917,3.58,0.44,14.4,m,0,?,,2.5
9284,0,0,0.74,0.44,61.6,,1.03117,2.94,0.64,11.4,M,4,?,3,1.71
9286,0,0,0.04,0.18,3.4,0.023,0.9902,3.14,0.53,12.7,M,2,?,2,3.66
9287,543,1,0.3,0.31,-48.8,0.033,0.99237,3.2,0.48,11.7,M,1,**,3,5.51
9289,608,1,0.32,-0.2,65.6,0.372,1.03657,4.13,1.82,11.2,R,2,***,1,2.4
9292,1135,1,-0.33,0.37,27.4,0.027,0.95943,3.79,0.37,12.4,B,2,***,1,2.23
9295,0,0,0.11,0.02,99999,-0.413,1.01098,3.9,-0.52,12.8,R,1,?,3,1.7
9299,456,1,0.3,-0.23,-37.1,-0.456,0.95122,3.06,-0.18,10.5,r,2,***,2,1.26
9303,611,1,1.1,1.94,39.2,0.376,0.98819,1.91,1.53,13.7,b,2,***,2,6.27
9304,806,1,-0.22,0.31,-8.4,-0.815,0.94419,3.01,1.26,5.9,R,2,**,3,2.13
9306,976,1,0.28,-0.01,76.45,-0.288,0.96546,3.5,,12.5,mb,1,**,3,4.2
9308,0,0,0.64,-0.32,-21.4,0.202,0.9962,3.31,0.63,11,B,3,?,3,1.85
9309,0,0,-0.69,-0.34,8.2,0.042,1.0398,2.71,,13.4,M,2,**,2,2.35
9315,0,0,0.57,1.49,1.9,0.542,1.00025,3.35,1.4,13.6,B,3,?,2,4.51
9317,583,1,0.645,-0.65,38.1,-0.038,0.96474,3.37,-1.24,10.1,R,3,*,2,1.08
9318,0,0,0.56,0.14,51.5,0.531,0.9335,3.14,0.62,9.3,B,3,?,2,5.78
9320,0,0,0.25,-0.18,1.3,0.437,0.94903,2.94,,-0.3,r,5,?,1,1.38
9323,241,1,0.54,3.14,7.1,0.284,0.99502,3.16,-0.94,9.6,R,3,?,2,3.7
9324,300,1,1.55,-2.83,33.1,0.045,0.99261,2.94,1.2,10,MM,1,***,2,1.09
9325,0,0,0.94,0.27,-52.8,0.1,0.99089,2.06,-2.32,15.7,R,2,?,2,1.07
9330,748,1,-0.545,0.59,-19.4,0.129,0.98212,4.66,-1.17,10.6,B,1,**,1,3.9
